"Time_Iter","Outer_Iter","Inner_Iter",    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,               0.5,      0.8856832199,    0.002409409331,                 0,                 0,                 0,     0.02250611676,      0.8856832199,    0.002409409331,                 0,    0.002720396273
          0,           0,           1,               0.5,      0.6812470525,   0.0005193268922,                 0,                 0,                 0,     0.04110212369,      0.6812470525,   0.0005193268922,                 0,   0.0007623180025
          0,           0,           2,               0.5,       0.591278856,    0.004450847713,                 0,                 0,                 0,     0.06267931883,       0.591278856,    0.004450847713,                 0,    0.007527493446
          0,           0,           3,               0.5,      0.5195032873,    0.008023743799,                 0,                 0,                 0,      0.0723851918,      0.5195032873,    0.008023743799,                 0,     0.01544502989
          0,           0,           4,               0.5,       0.466693851,    0.009065612969,                 0,                 0,                 0,     0.07675521596,       0.466693851,    0.009065612969,                 0,     0.01942518195
          0,           0,           5,               0.5,      0.4279266964,    0.009144694525,                 0,                 0,                 0,     0.07860109958,      0.4279266964,    0.009144694525,                 0,     0.02136976871
          0,           0,           6,               0.5,      0.3982459271,    0.008772840546,                 0,                 0,                 0,     0.07936488739,      0.3982459271,    0.008772840546,                 0,     0.02202870123
          0,           0,           7,               0.5,      0.3768089859,    0.007804512266,                 0,                 0,                 0,      0.0796189345,      0.3768089859,    0.007804512266,                 0,     0.02071211823
          0,           0,           8,               0.5,      0.3587177275,    0.007385675255,                 0,                 0,                 0,     0.07985096787,      0.3587177275,    0.007385675255,                 0,     0.02058910026
          0,           0,           9,               0.5,      0.3426457158,    0.007198635782,                 0,                 0,                 0,     0.08002594265,      0.3426457158,    0.007198635782,                 0,     0.02100897647
          0,           0,          10,               0.5,      0.3363433126,    0.007221789139,                 0,                 0,                 0,     0.08009999603,      0.3363433126,    0.007221789139,                 0,     0.02147148128
          0,           0,          11,               0.5,      0.3302739975,    0.007237607971,                 0,                 0,                 0,     0.08017441596,      0.3302739975,    0.007237607971,                 0,     0.02191395031
          0,           0,          12,               0.5,      0.3244611541,    0.007276627098,                 0,                 0,                 0,     0.08020415586,      0.3244611541,    0.007276627098,                 0,      0.0224268052
          0,           0,          13,               0.5,      0.3185682205,    0.007340271099,                 0,                 0,                 0,     0.08014006463,      0.3185682205,    0.007340271099,                 0,     0.02304144176
          0,           0,          14,               0.5,      0.3123125356,    0.007409887038,                 0,                 0,                 0,     0.07989208451,      0.3123125356,    0.007409887038,                 0,     0.02372587134
          0,           0,          15,               0.5,      0.3056677162,     0.00747265326,                 0,                 0,                 0,     0.07939171682,      0.3056677162,     0.00747265326,                 0,     0.02444698234
          0,           0,          16,               0.5,      0.2983367524,      0.0075294641,                 0,                 0,                 0,     0.07856515357,      0.2983367524,      0.0075294641,                 0,     0.02523813791
          0,           0,          17,               0.5,      0.2901256787,    0.007568735977,                 0,                 0,                 0,     0.07735998724,      0.2901256787,    0.007568735977,                 0,     0.02608778379
          0,           0,          18,               0.5,      0.2810112092,    0.007562687475,                 0,                 0,                 0,     0.07576047919,      0.2810112092,    0.007562687475,                 0,     0.02691240502
          0,           0,          19,               0.5,      0.2711240353,    0.007467558154,                 0,                 0,                 0,     0.07379353184,      0.2711240353,    0.007467558154,                 0,     0.02754295887
          0,           0,          20,               0.5,      0.2608068135,    0.007229929279,                 0,                 0,                 0,     0.07154636658,      0.2608068135,    0.007229929279,                 0,     0.02772139723
          0,           0,          21,               0.5,      0.2503262688,    0.006788762569,                 0,                 0,                 0,     0.06911428534,      0.2503262688,    0.006788762569,                 0,     0.02711965708
          0,           0,          22,               0.5,       0.239971213,    0.006090759615,                 0,                 0,                 0,     0.06661753314,       0.239971213,    0.006090759615,                 0,     0.02538120944
          0,           0,          23,               0.5,      0.2299827973,    0.005102177116,                 0,                 0,                 0,     0.06418239737,      0.2299827973,    0.005102177116,                 0,     0.02218503808
          0,           0,          24,               0.5,      0.2205477665,    0.003832104039,                 0,                 0,                 0,     0.06194348818,      0.2205477665,    0.003832104039,                 0,     0.01737539264
          0,           0,          25,               0.5,      0.2118211081,    0.002355960293,                 0,                 0,                 0,     0.06004825163,      0.2118211081,    0.002355960293,                 0,     0.01112240567
          0,           0,          26,               0.5,      0.2038911651,   0.0008153340578,                 0,                 0,                 0,     0.05862834293,      0.2038911651,   0.0008153340578,                 0,    0.003998868992
          0,           0,          27,               0.5,      0.1968550502,  -0.0006059895488,                 0,                 0,                 0,     0.05777191255,      0.1968550502,  -0.0006059895488,                 0,    -0.00307835409
          0,           0,          28,               0.5,      0.1907531977,   -0.001700559383,                 0,                 0,                 0,     0.05746545326,      0.1907531977,   -0.001700559383,                 0,   -0.008914971825
          0,           0,          29,               0.5,      0.1855337799,   -0.002206528967,                 0,                 0,                 0,      0.0575621833,      0.1855337799,   -0.002206528967,                 0,    -0.01189286915
          0,           0,          30,               0.5,      0.1805153416,   -0.001854611908,                 0,                 0,                 0,     0.05756953254,      0.1805153416,   -0.001854611908,                 0,    -0.01027398498
          0,           0,          31,               0.5,      0.1747983185,   -0.000553897084,                 0,                 0,                 0,     0.05685221031,      0.1747983185,   -0.000553897084,                 0,   -0.003168778103
          0,           0,          32,               0.5,      0.1622856129,   0.0002898452241,                 0,                 0,                 0,     0.05331415516,      0.1622856129,   0.0002898452241,                 0,    0.001786019222
          0,           0,          33,               0.5,      0.1480915057,    0.002941034755,                 0,                 0,                 0,       0.049320755,      0.1480915057,    0.002941034755,                 0,     0.01985957763
          0,           0,          34,               0.5,      0.1349327859,    0.006064999573,                 0,                 0,                 0,     0.04547920788,      0.1349327859,    0.006064999573,                 0,     0.04494830172
          0,           0,          35,               0.5,      0.1243592645,    0.009769985072,                 0,                 0,                 0,     0.04253653449,      0.1243592645,    0.009769985072,                 0,     0.07856258329
          0,           0,          36,               0.5,      0.1159725695,     0.01568970801,                 0,                 0,                 0,     0.04066034687,      0.1159725695,     0.01568970801,                 0,      0.1352880951
          0,           0,          37,               0.5,      0.1082298498,     0.02626756036,                 0,                 0,                 0,     0.03844920906,      0.1082298498,     0.02626756036,                 0,      0.2427016244
          0,           0,          38,               0.5,       0.101832926,     0.03448706319,                 0,                 0,                 0,     0.03661794859,       0.101832926,     0.03448706319,                 0,      0.3386631864
          0,           0,          39,               0.5,     0.08867127367,     0.05235975507,                 0,                 0,                 0,     0.03431690774,     0.08867127367,     0.05235975507,                 0,      0.5904928723
          0,           0,          40,               0.5,      0.0803853378,     0.06435535006,                 0,                 0,                 0,     0.03354197631,      0.0803853378,     0.06435535006,                 0,      0.8005856767
          0,           0,          41,               0.5,     0.07451430186,     0.07827379754,                 0,                 0,                 0,       0.033535545,     0.07451430186,     0.07827379754,                 0,       1.050453344
          0,           0,          42,               0.5,     0.06882446121,      0.0964074994,                 0,                 0,                 0,     0.03605725222,     0.06882446121,      0.0964074994,                 0,       1.400773761
          0,           0,          43,               0.5,     0.05778652561,      0.1440282516,                 0,                 0,                 0,     0.04959823041,     0.05778652561,      0.1440282516,                 0,       2.492419298
          0,           0,          44,               0.5,     0.04895378655,      0.1894920835,                 0,                 0,                 0,     0.06339034999,     0.04895378655,      0.1894920835,                 0,       3.870836085
          0,           0,          45,               0.5,     0.04677869598,      0.2069966933,                 0,                 0,                 0,     0.06993038906,     0.04677869598,      0.2069966933,                 0,         4.4250206
          0,           0,          46,               0.5,     0.04221219551,      0.2448312908,                 0,                 0,                 0,     0.08438021948,     0.04221219551,      0.2448312908,                 0,       5.800013192
          0,           0,          47,               0.5,      0.0344901932,      0.3145649267,                 0,                 0,                 0,      0.1131518025,      0.0344901932,      0.3145649267,                 0,       9.120416488
          0,           0,          48,               0.5,     0.03370598085,        0.32128548,                 0,                 0,                 0,      0.1164761598,     0.03370598085,        0.32128548,                 0,       9.532002094
          0,           0,          49,               0.5,     0.02928252051,      0.3551448661,                 0,                 0,                 0,      0.1355591178,     0.02928252051,      0.3551448661,                 0,       12.12822052
          0,           0,          50,               0.5,     0.02547738165,      0.3919703296,                 0,                 0,                 0,      0.1625614067,     0.02547738165,      0.3919703296,                 0,       15.38503191
          0,           0,          51,               0.5,      0.0249678052,      0.4020861624,                 0,                 0,                 0,      0.1763467754,      0.0249678052,      0.4020861624,                 0,       16.10418534
          0,           0,          52,               0.5,     0.02512939442,      0.4012045479,                 0,                 0,                 0,      0.1759386128,     0.02512939442,      0.4012045479,                 0,        15.9655478
          0,           0,          53,               0.5,     0.02579777556,      0.3895580178,                 0,                 0,                 0,      0.1706791188,     0.02579777556,      0.3895580178,                 0,       15.10044992
          0,           0,          54,               0.5,      0.0253766895,      0.3651959158,                 0,                 0,                 0,      0.1566661175,      0.0253766895,      0.3651959158,                 0,        14.3909991
          0,           0,          55,               0.5,     0.02486361841,      0.3597113661,                 0,                 0,                 0,      0.1536383483,     0.02486361841,      0.3597113661,                 0,       14.46737801
          0,           0,          56,               0.5,     0.02311394383,      0.3416490663,                 0,                 0,                 0,      0.1436335564,     0.02311394383,      0.3416490663,                 0,       14.78108058
          0,           0,          57,               0.5,     0.01948868182,      0.3060119786,                 0,                 0,                 0,      0.1237650335,     0.01948868182,      0.3060119786,                 0,       15.70203575
          0,           0,          58,               0.5,     0.01449355399,      0.2448643957,                 0,                 0,                 0,     0.08529118671,     0.01449355399,      0.2448643957,                 0,       16.89471029
          0,           0,          59,               0.5,    0.008962429235,      0.1798689847,                 0,                 0,                 0,      0.0462442299,    0.008962429235,      0.1798689847,                 0,       20.06922231
          0,           0,          60,               0.5,    0.007846301808,      0.1606193767,                 0,                 0,                 0,     0.03396881266,    0.007846301808,      0.1606193767,                 0,       20.47071099
          0,           0,          61,               0.5,    0.007041895595,      0.1482520323,                 0,                 0,                 0,     0.02605334205,    0.007041895595,      0.1482520323,                 0,       21.05285861
          0,           0,          62,               0.5,     0.00667940951,      0.1364455593,                 0,                 0,                 0,     0.01899352781,     0.00667940951,      0.1364455593,                 0,       20.42778767
          0,           0,          63,               0.5,    0.006969670916,      0.1071310809,                 0,                 0,                 0,    0.004130648964,    0.006969670916,      0.1071310809,                 0,       15.37103863
          0,           0,          64,               0.5,    0.009548012294,     0.08803325018,                 0,                 0,                 0,   4.030323283e-05,    0.009548012294,     0.08803325018,                 0,       9.220060414
          0,           0,          65,               0.5,     0.01428842547,     0.08018227565,                 0,                 0,                 0,     0.01017240993,     0.01428842547,     0.08018227565,                 0,       5.611694294
          0,           0,          66,               0.5,     0.01857226299,     0.07987107137,                 0,                 0,                 0,     0.02146691717,     0.01857226299,     0.07987107137,                 0,       4.300556771
          0,           0,          67,               0.5,     0.02144394578,     0.09189536515,                 0,                 0,                 0,     0.03491547029,     0.02144394578,     0.09189536515,                 0,       4.285375745
          0,           0,          68,               0.5,     0.02587689408,      0.1122305915,                 0,                 0,                 0,     0.05511774887,     0.02587689408,      0.1122305915,                 0,       4.337096682
          0,           0,          69,               0.5,     0.02633494315,      0.1145607704,                 0,                 0,                 0,     0.05723102624,     0.02633494315,      0.1145607704,                 0,       4.350143067
          0,           0,          70,               0.5,     0.02923009646,      0.1296186166,                 0,                 0,                 0,     0.07067541014,     0.02923009646,      0.1296186166,                 0,       4.434423157
          0,           0,          71,               0.5,     0.03107493415,      0.1536498809,                 0,                 0,                 0,     0.08230781009,     0.03107493415,      0.1536498809,                 0,       4.944495786
          0,           0,          72,               0.5,     0.03299484663,      0.1765201236,                 0,                 0,                 0,     0.09225666391,     0.03299484663,      0.1765201236,                 0,       5.349930114
          0,           0,          73,               0.5,     0.03308337893,      0.1779222542,                 0,                 0,                 0,     0.09268225983,     0.03308337893,      0.1779222542,                 0,       5.377995233
          0,           0,          74,               0.5,     0.03363115668,      0.1867610344,                 0,                 0,                 0,     0.09533059704,     0.03363115668,      0.1867610344,                 0,       5.553214723
          0,           0,          75,               0.5,     0.03373060138,      0.2179970272,                 0,                 0,                 0,      0.1009615649,     0.03373060138,      0.2179970272,                 0,       6.462885876
          0,           0,          76,               0.5,     0.03310677719,      0.2365457108,                 0,                 0,                 0,      0.1017919228,     0.03310677719,      0.2365457108,                 0,        7.14493318
          0,           0,          77,               0.5,     0.03131648528,      0.2622121777,                 0,                 0,                 0,      0.1027989131,     0.03131648528,      0.2622121777,                 0,       8.372975937
          0,           0,          78,               0.5,     0.02942158577,      0.2782194376,                 0,                 0,                 0,      0.1019055556,     0.02942158577,      0.2782194376,                 0,       9.456303265
          0,           0,          79,               0.5,     0.02601086185,      0.2963496231,                 0,                 0,                 0,      0.1000683817,     0.02601086185,      0.2963496231,                 0,       11.39330272
          0,           0,          80,               0.5,     0.02232266245,      0.3056976438,                 0,                 0,                 0,     0.09642991784,     0.02232266245,      0.3056976438,                 0,       13.69449744
          0,           0,          81,               0.5,     0.01891476501,      0.3027897729,                 0,                 0,                 0,     0.09067031277,     0.01891476501,      0.3027897729,                 0,       16.00811709
          0,           0,          82,               0.5,     0.01581101756,      0.2912765673,                 0,                 0,                 0,     0.08142474803,     0.01581101756,      0.2912765673,                 0,        18.4223796
          0,           0,          83,               0.5,     0.01517008995,      0.2883299959,                 0,                 0,                 0,     0.07922058653,     0.01517008995,      0.2883299959,                 0,       19.00647899
          0,           0,          84,               0.5,     0.01449411359,      0.2847577755,                 0,                 0,                 0,     0.07684807415,     0.01449411359,      0.2847577755,                 0,       19.64644293
          0,           0,          85,               0.5,     0.01340560177,      0.2765378653,                 0,                 0,                 0,     0.07243595855,     0.01340560177,      0.2765378653,                 0,       20.62853053
          0,           0,          86,               0.5,     0.01384770262,       0.265348318,                 0,                 0,                 0,     0.06816948361,     0.01384770262,       0.265348318,                 0,       19.16190181
          0,           0,          87,               0.5,     0.01425990469,       0.257201892,                 0,                 0,                 0,     0.06525164882,     0.01425990469,       0.257201892,                 0,       18.03671887
          0,           0,          88,               0.5,     0.01636156093,      0.2443562722,                 0,                 0,                 0,      0.0623231136,     0.01636156093,      0.2443562722,                 0,       14.93477751
          0,           0,          89,               0.5,     0.01837093579,      0.2353019546,                 0,                 0,                 0,     0.06117350661,     0.01837093579,      0.2353019546,                 0,       12.80838152
