"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,        1390,       -8.74399962,      -7.643217791,      -8.339276558,      -7.392712678,       -11.1951404
          0,           0,        1391,      -8.742170999,      -7.641560309,      -8.327649224,      -7.379312906,      -11.19792016
          0,           0,        1392,      -8.740080682,      -7.639395859,      -8.314926949,      -7.364336776,      -11.20100519
          0,           0,        1393,      -8.737705088,      -7.636701158,       -8.30114954,       -7.34800222,      -11.20442321
          0,           0,        1394,      -8.735039038,      -7.633449237,      -8.286350285,      -7.330519163,      -11.20985117
          0,           0,        1395,      -8.747279399,      -7.643466932,      -8.324446685,      -7.433612089,      -11.21015061
          0,           0,        1396,      -8.750253716,      -7.650552734,      -8.380694958,      -7.467236925,      -11.21054151
          0,           0,        1397,      -8.752493073,      -7.654944822,      -8.410807168,      -7.487691732,      -11.21099843
          0,           0,        1398,      -8.752333836,      -7.657557099,      -8.416869357,      -7.477686804,      -11.21149177
          0,           0,        1399,      -8.750930182,      -7.659407197,      -8.416403643,      -7.455958374,      -11.21201034
          0,           0,        1400,      -8.750912635,      -7.661234913,      -8.416269651,      -7.452450872,      -11.21256324
          0,           0,        1401,      -8.751920577,      -7.663299192,      -8.420354032,      -7.462351826,      -11.21316704
          0,           0,        1402,      -8.752646315,      -7.665486949,      -8.427433392,      -7.470945985,      -11.21383378
          0,           0,        1403,      -8.752751238,      -7.667602011,      -8.432944533,      -7.472802546,      -11.21456893
          0,           0,        1404,      -8.752539706,         -7.669545,      -8.434939096,      -7.470643665,      -11.21537653
          0,           0,        1405,      -8.752360704,      -7.671316268,      -8.434590843,        -7.4685137,      -11.21626352
          0,           0,        1406,      -8.752323149,      -7.672950034,      -8.433351856,      -7.467786974,      -11.21723992
          0,           0,        1407,      -8.752345977,      -7.674463684,      -8.431481059,      -7.467685623,      -11.21831695
          0,           0,        1408,      -8.752329457,      -7.675839411,      -8.428522186,      -7.467368104,      -11.21950625
          0,           0,        1409,      -8.752206216,       -7.67702759,      -8.424198255,       -7.46654203,      -11.22082077
          0,           0,        1410,      -8.751916945,       -7.67795993,      -8.418648733,      -7.464972516,      -11.22227587
          0,           0,        1411,       -8.75141367,      -7.678566527,      -8.412146689,      -7.462197147,      -11.22388966
          0,           0,        1412,      -8.750682329,      -7.678790923,      -8.404822073,      -7.457658785,       -11.2256824
          0,           0,        1413,      -8.749742368,      -7.678595819,      -8.396619905,      -7.450939449,       -11.2276758
          0,           0,        1414,      -8.748620753,      -7.677958812,      -8.387411299,      -7.441910634,      -11.22989285
          0,           0,        1415,      -8.747325876,      -7.676864283,      -8.377103112,      -7.430729005,      -11.23235801
          0,           0,        1416,      -8.745840261,      -7.675296763,      -8.365674652,      -7.417687802,      -11.23509734
          0,           0,        1417,      -8.744131942,      -7.673237487,      -8.353153267,      -7.403058291,      -11.23813808
          0,           0,        1418,      -8.742172298,      -7.670663595,      -8.339575655,      -7.387047166,      -11.24150801
          0,           0,        1419,      -8.739948129,      -7.667548565,      -8.324972484,      -7.369844992,      -11.24686172
          0,           0,        1420,      -8.750213833,      -7.677157076,      -8.362008244,      -7.471173293,      -11.24715643
          0,           0,        1421,      -8.752686733,      -7.683981088,      -8.417342801,      -7.504077664,      -11.24754147
          0,           0,        1422,      -8.754547558,      -7.688237077,      -8.447637391,      -7.524168907,      -11.24799251
          0,           0,        1423,      -8.754461179,      -7.690780626,      -8.453923694,      -7.515092231,      -11.24848037
          0,           0,        1424,      -8.753276905,      -7.692573491,      -8.453386782,      -7.493521963,      -11.24899335
          0,           0,        1425,      -8.753211786,      -7.694326495,      -8.452988874,      -7.489299644,      -11.24953982
          0,           0,        1426,      -8.754046956,       -7.69630236,      -8.456686204,      -7.498742167,       -11.2501361
          0,           0,        1427,      -8.754680624,      -7.698404743,      -8.463527927,      -7.507410591,      -11.25079442
          0,           0,        1428,      -8.754792377,      -7.700446397,      -8.469044918,      -7.509511112,      -11.25152047
          0,           0,        1429,      -8.754621173,      -7.702326253,      -8.471127057,      -7.507436635,      -11.25231821
          0,           0,        1430,      -8.754464293,      -7.704039636,      -8.470823012,      -7.505199189,      -11.25319431
          0,           0,        1431,      -8.754426239,      -7.705618351,      -8.469603245,      -7.504326277,      -11.25415855
          0,           0,        1432,      -8.754444549,      -7.707081666,      -8.467790901,      -7.504131404,      -11.25522204
          0,           0,        1433,      -8.754432936,      -7.708416482,      -8.464945182,      -7.503765268,      -11.25639629
          0,           0,        1434,      -8.754331264,      -7.709578378,      -8.460757713,      -7.502930406,      -11.25769395
          0,           0,        1435,        -8.7540864,      -7.710502993,      -8.455338645,      -7.501419172,      -11.25913001
          0,           0,        1436,      -8.753654308,      -7.711122076,      -8.448959496,       -7.49879446,      -11.26072213
          0,           0,        1437,      -8.753021191,      -7.711378606,      -8.441767404,      -7.494498468,      -11.26249024
          0,           0,        1438,      -8.752205241,      -7.711233608,      -8.433722107,       -7.48808359,      -11.26445577
          0,           0,        1439,      -8.751233732,      -7.710663127,      -8.424695307,      -7.479375448,      -11.26664145
          0,           0,        1440,      -8.750117854,      -7.709650723,      -8.414583021,      -7.468493268,      -11.26907147
          0,           0,        1441,      -8.748844162,      -7.708180812,      -8.403351645,      -7.455717144,      -11.27177168
          0,           0,        1442,      -8.747384018,      -7.706234812,      -8.391020523,       -7.44132058,      -11.27476921
          0,           0,        1443,      -8.745710216,      -7.703789985,      -8.377623436,      -7.425509622,      -11.27809186
          0,           0,        1444,      -8.743809178,      -7.700819778,      -8.363189501,      -7.408467376,       -11.2819299
          0,           0,        1445,      -8.743331776,      -7.699501895,      -8.358240201,      -7.404044066,      -11.28576656
          0,           0,        1446,      -8.743060122,       -7.69898227,      -8.357804614,        -7.4006696,       -11.2895894
          0,           0,        1447,      -8.742798596,      -7.698998163,      -8.358079528,       -7.39703509,      -11.29339004
          0,           0,        1448,      -8.742662478,      -7.699571595,      -8.358862416,      -7.394531836,      -11.29716624
          0,           0,        1449,       -8.74266455,      -7.700684042,       -8.36049872,      -7.393437827,      -11.30091901
          0,           0,        1450,      -8.742744886,      -7.702251822,      -8.362833638,      -7.393318463,      -11.30465056
          0,           0,        1451,      -8.742859018,      -7.704179303,      -8.365554597,       -7.39383302,      -11.30836328
          0,           0,        1452,      -8.742986734,      -7.706381808,      -8.368461049,      -7.394809652,      -11.31205922
          0,           0,        1453,      -8.743116831,      -7.708788728,       -8.37144901,      -7.396123479,      -11.31573979
          0,           0,        1454,      -8.743242877,      -7.711344503,      -8.374454267,      -7.397675592,      -11.31940579
          0,           0,        1455,      -8.743363848,      -7.714008603,      -8.377441546,      -7.399410099,      -11.32305769
          0,           0,        1456,      -8.743482552,       -7.71675317,      -8.380404701,      -7.401305972,      -11.32669591
          0,           0,        1457,      -8.743603027,      -7.719559525,      -8.383356788,      -7.403356216,      -11.33032107
          0,           0,        1458,      -8.743728938,       -7.72241499,      -8.386317302,      -7.405554063,      -11.33393409
          0,           0,        1459,      -8.743863021,      -7.725310487,      -8.389304039,      -7.407887626,      -11.33753627
          0,           0,        1460,      -8.744007045,      -7.728238922,      -8.392329491,      -7.410338824,      -11.34112921
          0,           0,        1461,      -8.744162041,      -7.731194259,      -8.395399859,      -7.412884792,      -11.34471474
          0,           0,        1462,      -8.744328643,      -7.734171139,      -8.398515623,      -7.415500981,       -11.3482948
          0,           0,        1463,        -8.7445074,      -7.737164815,       -8.40167314,      -7.418164678,      -11.35170873
          0,           0,        1464,      -8.743292129,      -7.738062012,      -8.395165888,      -7.408170496,      -11.35727054
          0,           0,        1465,      -8.752644777,       -7.75067839,      -8.436761547,      -7.524072922,      -11.35755283
          0,           0,        1466,      -8.754996068,        -7.7596361,      -8.496758313,      -7.565410036,      -11.35793928
          0,           0,        1467,       -8.75647244,       -7.76527019,         -8.525874,      -7.584675843,      -11.35839144
          0,           0,        1468,      -8.756067126,      -7.768841139,       -8.53262019,      -7.567989915,      -11.35887196
          0,           0,        1469,      -8.755207061,      -7.771681411,      -8.534900145,      -7.547950538,      -11.35937095
          0,           0,        1470,      -8.755485293,      -7.774625581,      -8.538226906,      -7.550447424,      -11.35990286
          0,           0,        1471,      -8.756258469,      -7.777830674,       -8.54595444,      -7.563859622,      -11.36048755
          0,           0,        1472,      -8.756701629,      -7.781061573,      -8.555366306,      -7.573024369,      -11.36113697
          0,           0,        1473,      -8.756750948,      -7.784087983,      -8.561556906,      -7.574954416,      -11.36185569
          0,           0,        1474,      -8.756665065,      -7.786838689,      -8.563563528,      -7.573870572,      -11.36264809
          0,           0,        1475,      -8.756642338,      -7.789344173,      -8.563256546,      -7.573573422,      -11.36352258
          0,           0,        1476,      -8.756697011,      -7.791645243,      -8.562083082,      -7.574548988,      -11.36449075
          0,           0,        1477,      -8.756750457,       -7.79375016,      -8.560105214,      -7.575677746,      -11.36556523
          0,           0,        1478,      -8.756735848,      -7.795632427,      -8.556868681,      -7.576242805,      -11.36675944
          0,           0,        1479,      -8.756610695,      -7.797241976,      -8.552245489,      -7.576042296,      -11.36808864
          0,           0,        1480,      -8.756345923,      -7.798518162,      -8.546463853,      -7.574816863,      -11.36957083
          0,           0,        1481,      -8.755934469,      -7.799404246,      -8.539758621,      -7.572096073,      -11.37122642
          0,           0,        1482,      -8.755397516,      -7.799858672,      -8.532174667,      -7.567405086,      -11.37307745
          0,           0,        1483,      -8.754770028,      -7.799857012,       -8.52361895,      -7.560501364,      -11.37514716
          0,           0,        1484,      -8.754077227,      -7.799386127,       -8.51399192,      -7.551466656,      -11.37746011
          0,           0,        1485,      -8.753322273,      -7.798436564,      -8.503260621,      -7.540604987,      -11.38004263
          0,           0,        1486,      -8.752491462,      -7.796997244,      -8.491454428,      -7.528242723,      -11.38292299
          0,           0,        1487,      -8.751567659,      -7.795053258,      -8.478623961,      -7.514602654,      -11.38613114
          0,           0,        1488,      -8.750539476,      -7.792585745,      -8.464809552,      -7.499810335,      -11.38985797
          0,           0,        1489,      -8.750431577,      -7.791646066,      -8.460376774,      -7.496801957,      -11.39360111
          0,           0,        1490,      -8.750451796,      -7.791427722,      -8.460456714,      -7.494592201,      -11.39734827
          0,           0,        1491,      -8.750468481,      -7.791684449,       -8.46122677,       -7.49191012,      -11.40093071
          0,           0,        1492,      -8.749528964,      -7.790388772,      -8.452637703,      -7.477502234,      -11.40663916
          0,           0,        1493,       -8.75622981,      -7.801475925,       -8.49400272,         -7.586684,      -11.40694374
          0,           0,        1494,      -8.757841199,      -7.809287454,      -8.553295894,       -7.62294347,      -11.40735129
          0,           0,        1495,      -8.758923293,      -7.814130372,      -8.582450491,      -7.640721556,      -11.40782676
          0,           0,        1496,      -8.758660219,      -7.817109906,      -8.588398698,      -7.625253862,      -11.40833469
          0,           0,        1497,      -8.757998035,      -7.819407583,      -8.589400987,      -7.604724372,      -11.40886475
          0,           0,        1498,       -8.75818451,      -7.821794267,      -8.591480526,      -7.605479562,      -11.40943002
          0,           0,        1499,      -8.758799753,      -7.824444624,       -8.59809135,      -7.617716493,      -11.41004967
          0,           0,        1500,       -8.75919778,      -7.827159515,      -8.606868302,      -7.626603162,       -11.4107359
          0,           0,        1501,      -8.759299132,      -7.829722839,      -8.612975697,      -7.628600905,      -11.41149376
          0,           0,        1502,      -8.759291403,      -7.832058878,       -8.61515279,      -7.627468473,      -11.41232788
          0,           0,        1503,      -8.759332187,      -7.834189647,       -8.61501454,      -7.626979483,      -11.41324668
          0,           0,        1504,      -8.759440795,      -7.836150436,      -8.613957414,      -7.627808709,      -11.41426178
          0,           0,        1505,      -8.759556527,      -7.837947468,      -8.612093732,      -7.628914167,      -11.41538588
          0,           0,        1506,      -8.759620882,      -7.839554798,      -8.608988631,      -7.629536018,      -11.41663236
          0,           0,        1507,      -8.759592148,      -7.840924894,      -8.604485983,      -7.629426671,      -11.41801631
          0,           0,        1508,      -8.759438675,      -7.842000735,      -8.598789872,      -7.628307232,      -11.41955534
          0,           0,        1509,      -8.759147135,      -7.842728953,      -8.592141958,      -7.625686592,      -11.42126937
          0,           0,        1510,      -8.758729528,      -7.843070314,      -8.584609867,      -7.621050343,      -11.42317971
          0,           0,        1511,      -8.758212278,      -7.843001738,      -8.576116799,      -7.614104112,      -11.42530842
          0,           0,        1512,      -8.757615669,      -7.842510838,      -8.566566359,       -7.60489236,      -11.42767821
          0,           0,        1513,      -8.756941569,      -7.841588486,      -8.555920527,      -7.593725295,      -11.43031286
          0,           0,        1514,      -8.756176946,      -7.840223319,       -8.54420178,      -7.580984079,       -11.4332373
          0,           0,        1515,      -8.755306426,      -7.838399194,       -8.53145576,      -7.566972045,      -11.43647758
          0,           0,        1516,      -8.754322554,      -7.836094794,       -8.51771979,      -7.551890076,      -11.44006103
          0,           0,        1517,       -8.75322803,      -7.833283661,      -8.503017765,      -7.535866908,      -11.44574798
          0,           0,        1518,      -8.758130407,      -7.842900483,      -8.543252643,      -7.634786207,      -11.44605886
          0,           0,        1519,       -8.75931011,      -7.849601991,      -8.600639158,       -7.66676027,      -11.44646883
          0,           0,        1520,      -8.760197025,      -7.853697691,       -8.62991581,      -7.686036598,      -11.44694696
          0,           0,        1521,      -8.760097119,      -7.856125282,      -8.635875006,      -7.675630999,      -11.44746026
          0,           0,        1522,      -8.759574376,      -7.857881014,      -8.636116831,      -7.656280794,      -11.44799789
          0,           0,        1523,      -8.759615407,      -7.859655707,      -8.636990435,      -7.654785449,      -11.44857102
          0,           0,        1524,      -8.760001229,      -7.861658784,      -8.642122284,      -7.664606853,      -11.44919746
          0,           0,        1525,      -8.760246873,      -7.863758424,      -8.649741897,      -7.672128083,      -11.44988916
          0,           0,        1526,      -8.760266371,      -7.865770812,      -8.655281968,      -7.673389655,      -11.45065134
          0,           0,        1527,      -8.760192689,      -7.867616167,      -8.657246364,      -7.671475597,      -11.45148843
          0,           0,        1528,      -8.760152276,      -7.869304877,      -8.657015796,      -7.669979813,      -11.45240826
          0,           0,        1529,      -8.760170687,       -7.87086979,      -8.655916446,      -7.669798579,      -11.45342173
          0,           0,        1530,      -8.760205167,      -7.872321471,       -8.65405281,      -7.670079638,      -11.45454084
          0,           0,        1531,      -8.760208047,      -7.873637339,      -8.650970775,      -7.670104447,       -11.4557782
          0,           0,        1532,      -8.760142629,      -7.874769429,      -8.646491402,      -7.669621789,      -11.45714818
          0,           0,        1533,      -8.759980663,       -7.87565739,      -8.640817275,      -7.668356622,      -11.45866785
          0,           0,        1534,       -8.75971107,      -7.876242485,      -8.634206243,      -7.665812827,      -11.46035699
          0,           0,        1535,      -8.759347036,       -7.87647879,      -8.626736641,      -7.661436419,      -11.46223737
          0,           0,        1536,      -8.758916486,      -7.876336594,      -8.618320914,      -7.654853396,      -11.46433197
          0,           0,        1537,      -8.758442513,      -7.875798401,      -8.608835663,      -7.646009388,      -11.46666491
          0,           0,        1538,      -8.757930271,      -7.874852136,      -8.598216133,      -7.635127517,       -11.4692616
          0,           0,        1539,      -8.757368564,      -7.873485305,      -8.586470418,      -7.622529404,      -11.47214865
          0,           0,        1540,      -8.756740979,      -7.871681757,      -8.573644469,      -7.608487537,      -11.47535333
          0,           0,        1541,       -8.75603614,      -7.869421052,      -8.559787125,      -7.593209136,      -11.47890311
          0,           0,        1542,      -8.755251105,      -7.866678971,      -8.544941601,      -7.576885361,      -11.48453783
          0,           0,        1543,      -8.759268047,      -7.875684263,      -8.584245011,      -7.673039884,      -11.48484652
          0,           0,        1544,      -8.760226769,      -7.881985745,      -8.640964962,      -7.703498199,      -11.48525319
          0,           0,        1545,      -8.760951202,      -7.885860329,      -8.670411399,      -7.721817869,      -11.48572827
          0,           0,        1546,       -8.76089875,      -7.888167094,      -8.676189766,      -7.712363043,      -11.48623931
          0,           0,        1547,      -8.760486108,      -7.889825437,      -8.675892718,      -7.693460996,      -11.48677497
          0,           0,        1548,      -8.760529278,      -7.891482891,      -8.676141771,      -7.691428732,      -11.48734565
          0,           0,        1549,      -8.760875713,      -7.893348394,      -8.680653742,      -7.700847526,      -11.48796895
          0,           0,        1550,      -8.761120263,      -7.895309322,       -8.68787996,      -7.708439794,      -11.48865699
          0,           0,        1551,      -8.761178641,      -7.897194961,      -8.693274693,      -7.709928289,       -11.4894151
          0,           0,        1552,      -8.761156698,      -7.898927032,      -8.695155521,      -7.708092684,      -11.49024747
          0,           0,        1553,      -8.761162648,      -7.900512704,      -8.694803999,      -7.706500548,      -11.49116153
          0,           0,        1554,       -8.76122306,      -7.901983408,      -8.693594051,      -7.706184739,      -11.49216785
          0,           0,        1555,      -8.761304004,      -7.903351946,      -8.691702199,       -7.70636842,      -11.49327817
          0,           0,        1556,      -8.761364026,      -7.904600035,      -8.688682963,      -7.706334313,      -11.49450477
          0,           0,        1557,      -8.761369547,      -7.905684043,      -8.684318978,      -7.705848675,      -11.49586141
          0,           0,        1558,      -8.761293011,      -7.906546856,      -8.678781035,      -7.704683328,      -11.49736443
          0,           0,        1559,      -8.761120754,       -7.90713135,      -8.672325364,      -7.702380907,      -11.49903288
          0,           0,        1560,      -8.760860691,      -7.907391684,      -8.665046338,      -7.698391095,      -11.50088783
          0,           0,        1561,       -8.76053541,      -7.907297395,       -8.65686728,       -7.69230434,       -11.5029517
          0,           0,        1562,      -8.760164812,      -7.906830178,      -8.647659975,      -7.684009924,      -11.50524807
          0,           0,        1563,      -8.759753062,      -7.905977534,      -8.637343547,      -7.673682168,      -11.50780178
          0,           0,        1564,      -8.759288579,      -7.904726982,      -8.625908055,      -7.661613256,      -11.51063886
          0,           0,        1565,      -8.758753761,      -7.903062565,      -8.613384672,      -7.648053805,      -11.51378645
          0,           0,        1566,      -8.758135182,      -7.900963924,      -8.599809993,      -7.633184033,      -11.51727224
          0,           0,        1567,       -8.75742843,      -7.898406742,      -8.585215929,      -7.617168446,      -11.52281415
          0,           0,        1568,      -8.760739491,      -7.906888813,      -8.623442219,      -7.711359872,      -11.52311638
          0,           0,        1569,      -8.761521669,      -7.912845734,      -8.679264133,      -7.741077724,      -11.52351522
          0,           0,        1570,      -8.762109476,      -7.916530303,      -8.708927169,      -7.759072813,      -11.52398239
          0,           0,        1571,      -8.762070599,      -7.918734218,      -8.714948536,      -7.750523435,      -11.52448595
          0,           0,        1572,      -8.761714235,      -7.920310894,      -8.714609152,      -7.731807293,      -11.52501397
          0,           0,        1573,       -8.76172263,      -7.921871423,      -8.714620897,      -7.729135869,      -11.52557611
          0,           0,        1574,      -8.761994608,      -7.923625224,      -8.718777085,      -7.738136639,      -11.52618969
          0,           0,        1575,      -8.762191186,      -7.925476498,      -8.725802305,      -7.745779762,      -11.52686705
          0,           0,        1576,      -8.762231108,      -7.927264964,      -8.731222417,      -7.747461907,       -11.5276137
          0,           0,        1577,      -8.762197744,      -7.928912041,      -8.733189278,      -7.745674664,      -11.52843367
          0,           0,        1578,      -8.762182768,      -7.930420654,      -8.732876144,      -7.743959379,      -11.52933408
          0,           0,        1579,      -8.762212216,        -7.9318201,      -8.731685492,      -7.743477272,       -11.5303252
          0,           0,        1580,      -8.762259195,      -7.933124901,      -8.729852646,      -7.743518922,      -11.53141859
          0,           0,        1581,      -8.762288001,      -7.934320986,         -8.726937,      -7.743355693,      -11.53262627
          0,           0,        1582,      -8.762268994,      -7.935369467,       -8.72268572,      -7.742756381,      -11.53396158
          0,           0,        1583,      -8.762177528,      -7.936217158,      -8.717244072,      -7.741529473,      -11.53544031
          0,           0,        1584,      -8.762000996,      -7.936809192,      -8.710872696,      -7.739253893,      -11.53708095
          0,           0,        1585,      -8.761746625,      -7.937100146,       -8.70368599,      -7.735387699,      -11.53890411
          0,           0,        1586,      -8.761436444,      -7.937058788,      -8.695620917,      -7.729493966,      -11.54093184
          0,           0,        1587,      -8.761091795,      -7.936665769,       -8.68654763,      -7.721414076,       -11.5431875
          0,           0,        1588,      -8.760720454,      -7.935907911,      -8.676373711,      -7.711285007,      -11.54569597
          0,           0,        1589,      -8.760315347,      -7.934772564,      -8.665077588,      -7.699390115,      -11.54848373
          0,           0,        1590,      -8.759862808,      -7.933243891,      -8.652684486,      -7.685988666,      -11.55157847
          0,           0,        1591,      -8.759352024,      -7.931301635,      -8.639229872,      -7.671267184,      -11.55500839
          0,           0,        1592,      -8.758779783,      -7.928921535,      -8.624745945,      -7.655390154,      -11.56046981
          0,           0,        1593,      -8.761518126,      -7.936895614,      -8.661917609,      -7.747012174,      -11.56076676
          0,           0,        1594,      -8.762164843,      -7.942517059,      -8.716849606,      -7.775733097,      -11.56115902
          0,           0,        1595,      -8.762649986,      -7.946014915,       -8.74669729,      -7.793159869,      -11.56161957
          0,           0,        1596,      -8.762631041,       -7.94811737,      -8.752927749,      -7.785514401,      -11.56211697
          0,           0,        1597,      -8.762335338,      -7.949614901,      -8.752502191,      -7.767165465,      -11.56263875
          0,           0,        1598,      -8.762332402,      -7.951082575,      -8.752232716,      -7.763866168,      -11.56319377
          0,           0,        1599,      -8.762559793,      -7.952728714,      -8.755984907,      -7.772299786,      -11.56379905
          0,           0,        1600,      -8.762734822,      -7.954473155,      -8.762752315,      -7.779843845,      -11.56446716
          0,           0,        1601,       -8.76278087,      -7.956166232,      -8.768149056,      -7.781650945,      -11.56520379
          0,           0,        1602,      -8.762763502,      -7.957729778,      -8.770168355,      -7.779901473,      -11.56601291
          0,           0,        1603,      -8.762760622,      -7.959162735,      -8.769863571,       -7.77805841,      -11.56690132
          0,           0,        1604,      -8.762797731,      -7.960491813,      -8.768655698,       -7.77739716,       -11.5678791
          0,           0,        1605,      -8.762854232,      -7.961732455,      -8.766842038,      -7.777295583,      -11.56895769
          0,           0,        1606,      -8.762899772,      -7.962874197,      -8.763997166,       -7.77702831,      -11.57014897
          0,           0,        1607,      -8.762908223,      -7.963882723,      -8.759838927,      -7.776365506,        -11.571466
          0,           0,        1608,      -8.762857146,      -7.964709027,      -8.754485414,      -7.775147411,      -11.57292419
          0,           0,        1609,      -8.762734035,      -7.965301025,      -8.748196593,      -7.772988675,      -11.57454163
          0,           0,        1610,      -8.762544186,      -7.965614273,      -8.741104475,      -7.769361871,       -11.5763386
          0,           0,        1611,      -8.762307452,      -7.965617191,      -8.733162051,      -7.763814009,       -11.5783369
          0,           0,        1612,      -8.762044522,      -7.965289659,      -8.724242619,      -7.756147903,      -11.58055965
          0,           0,        1613,      -8.761764166,       -7.96461807,      -8.714245851,      -7.746463942,      -11.58303145
          0,           0,        1614,      -8.761460589,      -7.963589997,      -8.703139362,      -7.735028814,      -11.58577859
          0,           0,        1615,      -8.761120235,      -7.962190319,       -8.69094109,       -7.72209763,      -11.58882865
          0,           0,        1616,       -8.76073068,      -7.960399672,      -8.677683153,      -7.707846322,      -11.59220979
          0,           0,        1617,      -8.760285724,      -7.958194714,       -8.66339498,      -7.692417523,      -11.59759663
          0,           0,        1618,      -8.762562885,      -7.965673299,       -8.69947908,      -7.781378339,      -11.59788883
          0,           0,        1619,       -8.76310282,      -7.970965109,      -8.753435579,      -7.809125906,      -11.59827502
          0,           0,        1620,      -8.763506526,      -7.974277603,      -8.783406913,      -7.825979722,      -11.59872945
          0,           0,        1621,      -8.763502995,      -7.976278786,      -8.789867462,      -7.819240519,      -11.59922119
          0,           0,        1622,      -8.763258155,      -7.977698922,      -8.789401442,      -7.801369003,      -11.59973727
          0,           0,        1623,      -8.763248422,      -7.979077437,      -8.788900833,      -7.797538228,      -11.60028576
          0,           0,        1624,      -8.763439756,      -7.980620049,      -8.792288203,      -7.805458186,      -11.60088338
          0,           0,        1625,      -8.763595771,      -7.982260977,      -8.798821411,      -7.812953929,      -11.60154289
          0,           0,        1626,      -8.763644569,      -7.983861096,      -8.804220093,       -7.81495705,      -11.60227021
          0,           0,        1627,      -8.763637288,      -7.985343122,      -8.806328113,      -7.813334599,       -11.6030692
          0,           0,        1628,      -8.763639954,      -7.986702355,      -8.806072982,      -7.811456373,      -11.60394643
          0,           0,        1629,      -8.763676809,      -7.987962925,      -8.804888122,      -7.810703387,       -11.6049117
          0,           0,        1630,      -8.763731945,      -7.989141037,      -8.803133356,       -7.81054264,      -11.60597633
          0,           0,        1631,       -8.76377915,      -7.990229751,      -8.800401393,      -7.810251116,      -11.60715205
          0,           0,        1632,      -8.763794976,      -7.991199394,       -8.79638111,      -7.809595329,      -11.60845165
          0,           0,        1633,      -8.763758652,      -7.992005331,      -8.791161319,      -7.808445125,      -11.60989014
          0,           0,        1634,      -8.763657596,      -7.992598511,      -8.784998919,      -7.806452276,      -11.61148518
          0,           0,        1635,       -8.76349519,      -7.992935715,       -8.77804191,      -7.803105119,       -11.6132567
          0,           0,        1636,      -8.763289055,      -7.992985181,      -8.770258389,      -7.797932013,      -11.61522622
          0,           0,        1637,      -8.763059076,      -7.992726096,      -8.761523845,       -7.79068933,      -11.61741653
          0,           0,        1638,      -8.762815083,      -7.992144433,      -8.751728597,       -7.78143029,      -11.61985197
          0,           0,        1639,      -8.762553265,      -7.991227956,      -8.740827692,      -7.770397977,      -11.62255857
          0,           0,        1640,      -8.762261815,      -7.989962201,      -8.728830293,      -7.757844463,      -11.62556375
          0,           0,        1641,       -8.76192938,      -7.988328555,      -8.715764445,      -7.743943673,      -11.62889567
          0,           0,        1642,      -8.761550379,      -7.986304295,      -8.701656928,      -7.728828591,      -11.63274727
          0,           0,        1643,      -8.761492264,      -7.985540891,      -8.696886394,      -7.725016865,      -11.63659846
          0,           0,        1644,      -8.761487143,      -7.985389504,      -8.696564131,      -7.722179338,      -11.64043608
          0,           0,        1645,      -8.761491536,      -7.985647149,      -8.696930136,      -7.719090798,      -11.64425129
          0,           0,        1646,      -8.761529285,       -7.98633131,      -8.697781532,      -7.717006373,      -11.64804175
          0,           0,        1647,      -8.761600123,        -7.9874293,      -8.699468273,      -7.716192761,      -11.65180856
          0,           0,        1648,      -8.761687642,      -7.988877422,      -8.701846851,      -7.716260069,      -11.65555396
          0,           0,        1649,      -8.761779782,      -7.990601692,      -8.704612212,      -7.716894111,      -11.65928043
          0,           0,        1650,      -8.761870714,      -7.992535997,      -8.707565623,       -7.71793245,         -11.66299
          0,           0,        1651,      -8.761957102,      -7.994624939,      -8.710601964,      -7.719257369,      -11.66668404
          0,           0,        1652,      -8.762037002,      -7.996824822,      -8.713654751,      -7.720777872,      -11.67036327
          0,           0,        1653,      -8.762110021,      -7.999103729,      -8.716686029,      -7.722445152,        -11.674028
          0,           0,        1654,      -8.762177022,      -8.001439723,      -8.719687211,      -7.724244545,      -11.67767849
          0,           0,        1655,      -8.762239545,      -8.003818145,      -8.722669784,      -7.726175536,      -11.68131519
          0,           0,        1656,      -8.762299379,      -8.006229134,      -8.725652834,      -7.728237977,      -11.68493887
          0,           0,        1657,      -8.762358348,      -8.008665737,      -8.728654786,      -7.730426289,      -11.68855071
          0,           0,        1658,      -8.762418183,      -8.011122619,      -8.731689519,      -7.732727709,      -11.69215226
          0,           0,        1659,      -8.762480466,      -8.013595305,      -8.734764948,      -7.735123359,      -11.69574533
          0,           0,        1660,      -8.762546605,      -8.016079849,      -8.737883284,      -7.737591035,      -11.69933185
          0,           0,        1661,      -8.762617834,      -8.018572766,      -8.741042339,      -7.740108847,      -11.70291376
          0,           0,        1662,      -8.762695188,      -8.021071074,      -8.744237327,      -7.742658161,      -11.70649293
          0,           0,        1663,      -8.762779463,      -8.023572363,       -8.74746256,      -7.745225363,        -11.710071
          0,           0,        1664,      -8.762871161,      -8.026074806,        -8.7507127,      -7.747802303,      -11.71364941
          0,           0,        1665,      -8.762970449,      -8.028577129,      -8.753983532,      -7.750385759,      -11.71722934
          0,           0,        1666,      -8.763077133,      -8.031078523,      -8.757272219,      -7.752976258,      -11.72081172
          0,           0,        1667,      -8.763190658,      -8.033578538,      -8.760577238,      -7.755576691,      -11.72439726
