"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,          45,      -2.705907385,     -0.3652203901,     -0.2336860959,       2.751221961,     -0.4709896682,       3.823264153
          0,           0,          46,      -2.697710623,     -0.3512043182,     -0.2272414115,       2.758558297,       -0.48912165,       3.810936269
          0,           0,          47,      -2.689194786,     -0.3366923364,     -0.2204748517,        2.76620005,     -0.5072644629,       3.799242465
          0,           0,          48,      -2.680451974,     -0.3215967781,     -0.2133837434,       2.774052891,     -0.5253293206,       3.788182661
          0,           0,          49,      -2.671573765,     -0.3057568189,     -0.2058701606,       2.782020945,     -0.5432064553,       3.777658895
          0,           0,          50,      -2.662648098,     -0.2889936067,     -0.1977979049,       2.790014209,     -0.5608513201,       3.767558342
          0,           0,          51,      -2.653755497,     -0.2710708486,     -0.1889177991,       2.797951861,     -0.5782333202,       3.757860683
          0,           0,          52,       -2.64495245,     -0.2517712888,     -0.1788879785,       2.805785462,      -0.595331607,       3.748418218
          0,           0,          53,      -2.636259576,     -0.2310151507,     -0.1673034902,       2.813522058,     -0.6121100242,       3.739094092
          0,           0,          54,      -2.627615759,     -0.2090529712,     -0.1537231097,        2.82128813,     -0.6285726579,       3.729755881
          0,           0,          55,      -2.618869779,     -0.1865340432,     -0.1378296181,        2.82934291,     -0.6447458604,       3.720251385
          0,           0,          56,      -2.609801141,     -0.1643818855,     -0.1195537946,       2.838042384,     -0.6608436447,       3.710649927
          0,           0,          57,      -2.600092698,     -0.1436304522,    -0.09922112339,       2.847832786,     -0.6764048613,       3.701239818
          0,           0,          58,      -2.589492165,     -0.1253598659,    -0.07748272574,       2.859041411,     -0.6912952248,       3.691887615
          0,           0,          59,       -2.57787596,     -0.1098305637,    -0.05527087537,       2.871762404,     -0.7056578562,       3.682632695
          0,           0,          60,      -2.565031864,    -0.09724517808,    -0.03341199134,       2.886040609,     -0.7193333202,       3.675048572
          0,           0,          61,      -2.551576915,    -0.08678303891,    -0.01242693038,       2.901045193,     -0.7329778611,       3.669768663
          0,           0,          62,      -2.538393342,     -0.0772741662,    0.007398648432,       2.915677424,     -0.7480869887,        3.66419296
          0,           0,          63,      -2.526571635,    -0.06733684726,     0.02609952546,       2.928699522,     -0.7647563122,       3.655294215
          0,           0,          64,      -2.516800669,    -0.05579578659,     0.04378740852,       2.939338043,     -0.7827441927,       3.644973377
          0,           0,          65,      -2.509361397,    -0.04190401031,     0.06060340952,       2.947292559,     -0.8018320714,       3.634749779
          0,           0,          66,      -2.504524126,    -0.02546700894,     0.07651326948,       2.952303543,      -0.821483868,       3.624847861
          0,           0,          67,      -2.502267723,   -0.007001179727,     0.09133123433,        2.95442467,      -0.841676339,       3.615472043
          0,           0,          68,      -2.502433407,      0.0126901925,      0.1047493411,       2.953830338,     -0.8621097804,       3.606907629
          0,           0,          69,      -2.504607898,     0.03263716249,      0.1163433064,       2.950945218,     -0.8818221719,        3.59921457
          0,           0,          70,      -2.508149958,     0.05182599081,      0.1256657982,       2.946427598,     -0.8993020345,       3.592211178
          0,           0,          71,      -2.512162548,     0.06925080128,      0.1322156086,       2.941208816,     -0.9123788738,       3.586017004
          0,           0,          72,      -2.515458621,     0.08398862687,      0.1355895062,       2.936545195,     -0.9207847828,       3.580097142
          0,           0,          73,      -2.516617675,     0.09523922423,      0.1353803094,        2.93399348,     -0.9249543496,       3.574200394
          0,           0,          74,      -2.514303884,      0.1023081341,      0.1312678117,       2.935082632,     -0.9231531689,       3.565201549
          0,           0,          75,      -2.507747055,      0.1047029407,      0.1231060762,       2.940776923,     -0.9088662718,       3.552638914
          0,           0,          76,      -2.497099193,      0.1021051005,      0.1109776895,       2.951032191,     -0.8869262998,       3.543815718
          0,           0,          77,      -2.483475558,     0.09447092958,      0.0952044816,       2.964707628,     -0.8599593451,       3.537072895
          0,           0,          78,      -2.468538122,     0.08196903341,     0.07646941222,       2.980023526,     -0.8342160545,       3.530387464
          0,           0,          79,      -2.454140269,     0.06513783975,     0.05573710889,        2.99496063,     -0.8099151807,       3.524061788
          0,           0,          80,      -2.441856977,     0.04479610622,     0.03418792136,       3.007795395,     -0.7886763785,       3.518186355
          0,           0,          81,      -2.432835051,     0.02216322367,     0.01314821879,       3.017266765,     -0.7720802594,       3.512646162
          0,           0,          82,      -2.427663121,   -0.001322089278,   -0.006353987866,        3.02272338,     -0.7640983666,        3.50680572
          0,           0,          83,       -2.42643373,    -0.02428986871,    -0.02366745959,       3.024040614,     -0.7598667309,        3.50169021
          0,           0,          84,      -2.428867632,    -0.04561886907,    -0.03871793022,       3.021485361,     -0.7572436688,       3.497958945
          0,           0,          85,      -2.434401471,    -0.06483908049,     -0.0517553235,       3.015640815,     -0.7559567706,       3.496234306
          0,           0,          86,      -2.442327452,    -0.08207677577,    -0.06301022448,       3.007247753,     -0.7548728408,       3.496847803
          0,           0,          87,      -2.451947023,    -0.09800407467,    -0.07262456235,       2.997075419,     -0.7553807265,       3.500319737
          0,           0,          88,      -2.462766549,     -0.1133800108,    -0.08028558372,       2.985663948,     -0.7592080937,       3.506641979
          0,           0,          89,      -2.474412967,     -0.1286331604,    -0.08535612802,       2.973462247,     -0.7663477023,       3.516331904
          0,           0,          90,      -2.486716595,     -0.1441780676,     -0.0873243557,       2.960711527,      -0.776291609,       3.528524633
          0,           0,          91,      -2.499811266,     -0.1600620481,    -0.08593574534,       2.947308322,     -0.7883524115,       3.541037273
          0,           0,          92,      -2.514010132,     -0.1760852825,    -0.08151864946,       2.932929094,     -0.8020873554,       3.544868845
          0,           0,          93,      -2.529536988,     -0.1921380742,    -0.07489097505,       2.917337781,     -0.8174503899,       3.544113618
          0,           0,          94,       -2.54650536,     -0.2081639614,    -0.06731498197,       2.900391921,     -0.8346338807,       3.545576161
          0,           0,          95,      -2.564752772,     -0.2242839265,    -0.06021990178,       2.882234585,     -0.8537233126,       3.543913938
          0,           0,          96,      -2.583650728,     -0.2404962278,    -0.05471238171,       2.863536151,     -0.8747888434,       3.545757294
          0,           0,          97,      -2.602263937,     -0.2565422762,    -0.05182431694,       2.845310615,     -0.8978640137,       3.547614502
          0,           0,          98,      -2.619459301,     -0.2718691282,    -0.05210357436,       2.828813569,     -0.9230106879,       3.548692015
          0,           0,          99,       -2.63404106,     -0.2857978441,    -0.05584733512,       2.815326974,     -0.9502708281,       3.551398274
          0,           0,         100,      -2.645300444,      -0.297468252,    -0.06305847208,       2.805571028,      -0.979423794,        3.55091925
          0,           0,         101,      -2.652951993,     -0.3061026447,    -0.07350897175,       2.799760056,       -1.01009092,       3.551746273
          0,           0,         102,      -2.657533714,     -0.3112926447,    -0.08674428349,       2.797193321,      -1.042350609,       3.549217836
          0,           0,         103,      -2.659881384,     -0.3132842444,     -0.1021732618,       2.796851104,      -1.074957654,       3.549129443
          0,           0,         104,      -2.661154312,     -0.3126347391,     -0.1190188036,       2.797425454,      -1.106999573,       3.547927811
          0,           0,         105,        -2.6621943,      -0.310088755,     -0.1365170868,       2.797978989,      -1.137438187,       3.546400772
          0,           0,         106,      -2.663560387,     -0.3066508276,     -0.1539835079,       2.797904041,      -1.165408277,       3.544704769
          0,           0,         107,      -2.665429993,     -0.3030976824,      -0.170727585,       2.797016113,       -1.19038968,        3.54114907
          0,           0,         108,      -2.667730328,      -0.300172095,     -0.1863122938,       2.795382162,      -1.212180104,       3.537744042
          0,           0,         109,      -2.670417837,     -0.2980069058,     -0.2002716335,       2.793059143,      -1.230879386,       3.531777691
          0,           0,         110,      -2.673228303,     -0.2965583004,     -0.2123891302,       2.790322326,      -1.246927693,       3.525983813
          0,           0,         111,      -2.676057715,     -0.2955642251,     -0.2224458679,       2.787286802,      -1.260856653,        3.52632823
          0,           0,         112,      -2.678858862,     -0.2945825713,     -0.2303384671,       2.784013834,      -1.273310976,       3.526685562
          0,           0,         113,      -2.681588504,     -0.2931100485,      -0.236198133,       2.780565547,      -1.284686048,       3.518060213
          0,           0,         114,      -2.684217035,     -0.2907013247,     -0.2402044146,       2.777002069,      -1.295232484,       3.516699466
          0,           0,         115,      -2.686706049,     -0.2872244073,     -0.2425163886,       2.773408028,      -1.305272928,       3.518804524
          0,           0,         116,       -2.68895228,     -0.2826923948,     -0.2435161079,       2.769931898,       -1.31490484,        3.52960677
          0,           0,         117,       -2.69085122,     -0.2772677143,     -0.2435617954,       2.766749945,      -1.324259251,       3.546193417
          0,           0,         118,      -2.692298726,     -0.2711669118,     -0.2428639674,       2.764031436,      -1.333514929,       3.566712261
          0,           0,         119,      -2.693414611,     -0.2649226503,     -0.2414244408,       2.761693355,      -1.342735536,       3.590600463
          0,           0,         120,       -2.69441436,     -0.2585120568,     -0.2392963184,       2.759572202,      -1.351711015,       3.610362055
          0,           0,         121,      -2.695572535,     -0.2522978595,     -0.2364406421,        2.75740138,      -1.360631604,       3.637810104
          0,           0,         122,      -2.697205567,     -0.2464887431,     -0.2327921282,       2.754850337,        -1.3697436,        3.66582401
          0,           0,         123,      -2.699655079,     -0.2412788312,     -0.2283609005,       2.751529007,      -1.379696164,       3.685202056
          0,           0,         124,      -2.703085327,      -0.236864351,     -0.2232139684,       2.747246758,      -1.390670144,       3.697532567
          0,           0,         125,       -2.70745256,     -0.2333581333,     -0.2173931526,       2.742036206,      -1.402652969,       3.700728833
          0,           0,         126,      -2.712740323,     -0.2308381507,     -0.2108648468,       2.735920735,      -1.415769849,       3.690873246
          0,           0,         127,      -2.718650752,      -0.229176541,     -0.2035731923,       2.729230605,      -1.429732786,         3.6550821
          0,           0,         128,      -2.724758618,      -0.228472951,     -0.1953603355,       2.722419915,      -1.443715293,       3.587401295
          0,           0,         129,      -2.730726648,     -0.2285419164,     -0.1862400552,       2.715877824,      -1.456435476,       3.507843492
          0,           0,         130,      -2.736306474,     -0.2289153394,     -0.1761615604,       2.709912837,       -1.46635396,       3.413489169
          0,           0,         131,      -2.741504736,     -0.2290882665,     -0.1652923134,       2.704516494,      -1.472841185,       3.356809334
          0,           0,         132,      -2.746194341,     -0.2286327366,     -0.1539738543,       2.699870769,      -1.476354473,       3.357821084
          0,           0,         133,      -2.750615377,     -0.2270889001,     -0.1426982119,       2.695748632,      -1.477798634,        3.39457742
          0,           0,         134,      -2.755255767,     -0.2244983609,     -0.1320851727,       2.691577903,      -1.476890397,       3.432269826
          0,           0,         135,      -2.760454355,     -0.2210003873,      -0.122763501,       2.686973958,      -1.468429427,       3.449575423
          0,           0,         136,      -2.766517621,      -0.216868841,     -0.1153027057,       2.681601086,      -1.454297805,       3.445372312
          0,           0,         137,      -2.773447395,     -0.2124815506,     -0.1102169087,       2.675466162,      -1.430444005,       3.404708745
          0,           0,         138,      -2.781091429,     -0.2082428987,     -0.1077975634,       2.668696357,      -1.388739103,       3.314672686
          0,           0,         139,       -2.78913456,     -0.2047014017,     -0.1081979241,       2.661537304,      -1.329747782,       3.216274066
          0,           0,         140,      -2.797606029,     -0.2023095002,     -0.1114657186,       2.653896461,      -1.252400906,       3.379401718
          0,           0,         141,      -2.805773635,     -0.2012090411,     -0.1175915566,        2.64645721,       -1.16308466,       3.570213982
          0,           0,         142,      -2.812998287,     -0.2013513276,     -0.1264833927,        2.63978397,      -1.062692463,        3.69301345
          0,           0,         143,      -2.819103687,     -0.2028920276,     -0.1379107792,       2.634017992,     -0.9669984048,       3.760680098
          0,           0,         144,      -2.823941172,     -0.2059165082,     -0.1516862256,       2.629307286,      -0.889123529,        3.79217992
          0,           0,         145,      -2.827135925,     -0.2104007721,     -0.1675638908,       2.626071711,     -0.8475606616,       3.798076989
          0,           0,         146,      -2.829003231,     -0.2162066731,     -0.1853333988,       2.624070393,     -0.8453906637,       3.784549413
          0,           0,         147,      -2.829913755,     -0.2235825673,      -0.204860241,       2.622962403,     -0.8744476486,       3.693308602
          0,           0,         148,      -2.830083845,     -0.2321978748,     -0.2259414139,       2.622649629,     -0.9313310629,       3.504332208
          0,           0,         149,      -2.829992004,     -0.2423609045,     -0.2483118625,       2.622691852,      -1.020487227,       3.286303238
          0,           0,         150,        -2.8298981,      -0.253707829,     -0.2715016747,       2.622892157,      -1.127542984,       3.425997072
          0,           0,         151,      -2.831013774,     -0.2664302652,     -0.2951028655,       2.622009438,      -1.205601457,       3.604591248
          0,           0,         152,      -2.833127667,     -0.2802335443,     -0.3185590502,       2.620265283,      -1.191147242,       3.708286379
          0,           0,         153,      -2.836921257,     -0.2950723299,     -0.3412983879,       2.616917913,      -1.115044845,        3.77373142
          0,           0,         154,      -2.842570885,     -0.3106777185,     -0.3622867799,       2.611825022,      -1.049246398,       3.802908426
          0,           0,         155,       -2.85023317,      -0.326970262,     -0.3807473893,       2.604741019,      -1.022100685,       3.801823473
          0,           0,         156,      -2.860093739,      -0.343435969,     -0.3963715484,       2.595460538,      -1.044671961,       3.771023687
          0,           0,         157,      -2.871699884,     -0.3598227424,     -0.4088182531,       2.584419349,       -1.12452067,       3.701363325
          0,           0,         158,      -2.885190367,     -0.3757811329,     -0.4183838748,       2.571361165,      -1.252523118,        3.58090742
          0,           0,         159,      -2.900059651,     -0.3910753568,     -0.4253913497,        2.55667932,      -1.364697539,       3.412316325
          0,           0,         160,      -2.916112766,     -0.4052260643,     -0.4300375173,       2.540634368,      -1.348491837,       3.357784067
          0,           0,         161,      -2.932886633,     -0.4185628268,     -0.4328200327,       2.523558011,      -1.273890953,       3.509272374
          0,           0,         162,      -2.949917161,     -0.4297013028,     -0.4345660557,       2.505990925,      -1.238148137,       3.575401361
          0,           0,         163,      -2.966793482,     -0.4386373488,     -0.4356691113,        2.48833339,      -1.259170884,       3.543717743
          0,           0,         164,      -2.983223574,     -0.4453726113,     -0.4364365937,       2.470899016,      -1.328099382,       3.445713484
          0,           0,         165,      -2.999078262,     -0.4499168186,     -0.4369253985,       2.453884525,      -1.436192638,       3.298730285
          0,           0,         166,      -3.014169459,     -0.4527823822,     -0.4371180902,       2.437492084,        -1.4128716,       3.278265325
          0,           0,         167,      -3.028943138,     -0.4537080006,      -0.437050557,       2.421510405,      -1.294194711,       3.372906345
          0,           0,         168,      -3.042711772,     -0.4530614651,     -0.4366276145,       2.406720576,       -1.20757425,       3.454277847
          0,           0,         169,      -3.055925518,     -0.4519216048,      -0.435463241,       2.392562402,      -1.186020428,       3.487016387
          0,           0,         170,      -3.068487733,      -0.450239394,     -0.4335552556,       2.379194296,      -1.233366371,       3.466097932
          0,           0,         171,       -3.08010044,     -0.4485725581,      -0.430692281,       2.367014533,      -1.334852185,       3.400336211
          0,           0,         172,       -3.09008095,     -0.4469834477,     -0.4270000788,       2.356600329,      -1.448348944,       3.296076143
          0,           0,         173,      -3.098570381,     -0.4455955299,     -0.4225654963,       2.347742578,      -1.528967387,       3.206826198
          0,           0,         174,      -3.104147159,     -0.4444708747,     -0.4175728012,       2.341925659,       -1.56118669,       3.163013087
          0,           0,         175,      -3.106648469,     -0.4438149137,     -0.4123488837,       2.339357209,      -1.550809015,       3.138374391
          0,           0,         176,      -3.105084581,     -0.4433868291,     -0.4073523269,       2.341069432,      -1.518710285,       3.125323595
          0,           0,         177,      -3.100064941,     -0.4431768101,     -0.4030877058,       2.346365465,      -1.488210316,       3.136651263
          0,           0,         178,      -3.092489876,     -0.4431677334,     -0.3999061255,       2.354353912,      -1.476601752,       3.161540812
          0,           0,         179,      -3.082806887,     -0.4434256545,     -0.3983212316,       2.364604219,      -1.480812878,       3.164520301
          0,           0,         180,      -3.072375367,     -0.4434560388,     -0.3987829495,       2.375687175,      -1.484018863,       3.132183413
          0,           0,         181,      -3.062636913,     -0.4435929732,     -0.4015921064,       2.386057625,      -1.466539023,       3.090246206
          0,           0,         182,      -3.054888786,     -0.4438522699,     -0.4070478771,       2.394372839,      -1.435692931,       3.136886873
          0,           0,         183,      -3.049699216,      -0.444009051,     -0.4153997444,       2.400129006,      -1.406995176,       3.186282094
          0,           0,         184,      -3.047710277,     -0.4445570206,     -0.4266254879,        2.40262186,      -1.382689184,       3.155502949
          0,           0,         185,      -3.048558109,     -0.4454353634,     -0.4405720462,       2.402344314,      -1.358479574,       3.088896572
          0,           0,         186,      -3.052485392,      -0.447065777,     -0.4567558296,        2.39901037,      -1.335835329,       3.047583215
          0,           0,         187,      -3.059650349,     -0.4496192599,     -0.4744245567,       2.392434566,      -1.326713475,       3.079086571
          0,           0,         188,      -3.069987296,     -0.4531502852,      -0.492441255,       2.382696634,      -1.370210936,       3.097019791
          0,           0,         189,      -3.083417478,     -0.4574983343,     -0.5096000911,       2.369801531,      -1.413322558,       3.058371521
          0,           0,         190,       -3.09909893,     -0.4626789785,     -0.5243593496,       2.354543851,      -1.391558795,       3.106304543
          0,           0,         191,      -3.116835794,     -0.4682805723,     -0.5353366802,       2.337226119,      -1.324718974,       3.321824549
          0,           0,         192,      -3.135871667,     -0.4742912421,     -0.5424882841,       2.318527603,        -1.2654916,       3.482533579
          0,           0,         193,       -3.15570239,     -0.4810546023,     -0.5457827895,       2.298675237,      -1.245153788,       3.532894546
          0,           0,         194,      -3.175591148,     -0.4875220178,     -0.5461753329,        2.27850729,       -1.27168929,       3.475233954
          0,           0,         195,      -3.194532102,     -0.4942436398,     -0.5449038644,       2.259046354,      -1.349318743,       3.331170968
          0,           0,         196,       -3.21238131,     -0.5010495578,      -0.543674956,       2.240609285,      -1.487797485,       3.187719601
          0,           0,         197,      -3.227050059,     -0.5078690338,     -0.5429441441,       2.225290469,      -1.693856069,       3.191961139
          0,           0,         198,      -3.239946764,     -0.5147910653,     -0.5438104258,       2.211558739,      -1.780908695,       3.286049886
          0,           0,         199,        -3.2494283,      -0.522556661,      -0.546550199,       2.201510497,      -1.631620886,       3.357563971
          0,           0,         200,      -3.257741554,     -0.5305408889,     -0.5513657611,       2.192683366,      -1.514618007,       3.395500095
          0,           0,         201,      -3.263029306,     -0.5387173843,     -0.5582443903,       2.187207311,      -1.460622634,       3.400179306
          0,           0,         202,       -3.26595474,     -0.5458886207,     -0.5670077558,        2.18471377,      -1.451443233,         3.3726933
          0,           0,         203,      -3.266506965,     -0.5528422702,     -0.5769707932,       2.185011401,      -1.471563103,       3.324008674
          0,           0,         204,      -3.264635187,     -0.5588263412,      -0.587535099,       2.188144787,      -1.509219286,       3.250483016
          0,           0,         205,      -3.259169843,     -0.5635129246,     -0.5982525946,       2.195216645,      -1.554906154,       3.183257228
          0,           0,         206,      -3.253500344,      -0.567931916,     -0.6089996413,       2.202288961,      -1.601822781,       3.134080177
          0,           0,         207,      -3.245320672,     -0.5696461335,     -0.6189286355,       2.211812523,       -1.64460589,       3.100894554
          0,           0,         208,      -3.237073543,     -0.5697225329,     -0.6274860646,       2.220997378,      -1.680500774,       3.073297409
          0,           0,         209,        -3.2271781,      -0.567822535,     -0.6346321051,       2.231334548,      -1.707472882,        3.05887455
          0,           0,         210,      -3.219172767,     -0.5669024695,     -0.6407450113,       2.238849765,       -1.72672385,       3.038396982
          0,           0,         211,      -3.211982609,     -0.5647381634,     -0.6457071774,       2.245175591,      -1.740621422,       3.031444666
          0,           0,         212,      -3.206679705,     -0.5626813906,     -0.6496761198,       2.249004965,      -1.752294544,       3.031636556
          0,           0,         213,      -3.203383953,     -0.5614446526,     -0.6532181292,       2.250298452,      -1.763797443,       3.036317933
          0,           0,         214,      -3.201769622,     -0.5605574001,     -0.6565612299,        2.24950971,      -1.776403284,       3.039723719
          0,           0,         215,      -3.203244653,     -0.5604766566,     -0.6600452186,       2.245363521,      -1.790170004,       3.051325871
          0,           0,         216,      -3.206050345,       -0.56216243,     -0.6634151155,       2.239678042,      -1.804101687,       3.046434241
          0,           0,         217,      -3.210885139,     -0.5660385758,     -0.6668749137,       2.231675955,      -1.795616733,       3.042404196
          0,           0,         218,      -3.218199875,     -0.5721403968,     -0.6708090216,       2.221256584,      -1.739200347,        3.04532156
          0,           0,         219,      -3.227976065,     -0.5792593822,     -0.6747198834,       2.208526952,      -1.683045909,       3.043962603
          0,           0,         220,      -3.239639867,     -0.5877015346,     -0.6793009724,       2.194136435,      -1.645957293,       3.041260346
          0,           0,         221,      -3.254550263,     -0.5979804309,     -0.6842950477,       2.176388532,      -1.630415281,        3.02619042
          0,           0,         222,       -3.27128847,     -0.6083637311,     -0.6901703987,       2.157489518,      -1.627509593,       2.984853489
          0,           0,         223,      -3.290006566,     -0.6191294654,     -0.6974498069,       2.137205083,      -1.630277566,        2.95794047
          0,           0,         224,       -3.31014319,     -0.6301654983,     -0.7068447294,        2.11635835,      -1.637693816,        2.93030217
          0,           0,         225,      -3.330239048,     -0.6415064924,     -0.7182266896,        2.09668582,        -1.6481077,       2.881774852
          0,           0,         226,      -3.350925755,     -0.6525323964,     -0.7326212729,       2.077577359,      -1.657825613,       2.852119068
          0,           0,         227,      -3.372645102,     -0.6639979633,     -0.7502980565,       2.058130166,      -1.665959392,       2.866985873
          0,           0,         228,      -3.391752989,     -0.6759500935,     -0.7716797515,       2.042634052,      -1.675049168,        2.89284056
          0,           0,         229,      -3.409546654,     -0.6886485133,     -0.7969015076,       2.029136887,        -1.6968681,       2.899129198
          0,           0,         230,      -3.425691323,     -0.7018087293,     -0.8260709158,       2.017695383,      -1.726859284,       2.899189311
          0,           0,         231,      -3.438772718,     -0.7149173909,     -0.8585259735,       2.009279518,      -1.758315199,       2.885900831
          0,           0,         232,      -3.449781873,      -0.728224566,     -0.8929436731,       2.002203887,      -1.789506174,       2.843903011
          0,           0,         233,      -3.460106916,     -0.7406920316,     -0.9271931408,       1.994774758,      -1.819754267,       2.785362685
          0,           0,         234,      -3.469082054,     -0.7518989984,     -0.9570111196,        1.98790025,      -1.846955246,       2.746479602
          0,           0,         235,      -3.478232913,     -0.7619900482,     -0.9782215783,       1.979527813,       -1.86754319,       2.745879117
          0,           0,         236,      -3.487634865,     -0.7698402288,     -0.9885823509,        1.96976238,      -1.877005046,       2.760146072
          0,           0,         237,      -3.496963573,     -0.7754869463,     -0.9867375172,       1.959158759,       -1.87298524,       2.788709183
          0,           0,         238,      -3.505562037,     -0.7792560777,     -0.9764298797,        1.94829593,      -1.857470555,       2.813539326
          0,           0,         239,      -3.513151931,     -0.7816814902,      -0.961550141,       1.937826068,      -1.835462377,       2.822981782
          0,           0,         240,      -3.520192198,      -0.782735458,     -0.9459898883,       1.927726846,      -1.812362542,       2.815718865
          0,           0,         241,       -3.52537619,     -0.7832415446,     -0.9327920841,       1.919639077,      -1.791285151,       2.810152534
