"Time_Iter","Outer_Iter","Inner_Iter",    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,               0.5,      0.8747057225,    0.002536626845,                 0,                 0,                 0,      0.0180745673,      0.8747057225,    0.002536626845,                 0,     0.00289997742
          0,           0,           1,               0.5,       0.500029361,    0.006769172725,                 0,                 0,                 0,     0.03755074279,       0.500029361,    0.006769172725,                 0,      0.0135375505
          0,           0,           2,               0.5,      0.4328385569,    0.006066063607,                 0,                 0,                 0,     0.05941115448,      0.4328385569,    0.006066063607,                 0,     0.01401461009
          0,           0,           3,               0.5,      0.3627421156,    0.007917721681,                 0,                 0,                 0,     0.06961239573,      0.3627421156,    0.007917721681,                 0,     0.02182741221
          0,           0,           4,               0.5,      0.3012021532,     0.01576126471,                 0,                 0,                 0,     0.07504108961,      0.3012021532,     0.01576126471,                 0,     0.05232786201
          0,           0,           5,               0.5,      0.2526310478,     0.03168790579,                 0,                 0,                 0,      0.0754606786,      0.2526310478,     0.03168790579,                 0,      0.1254315575
          0,           0,           6,               0.5,       0.215774455,     0.05667201106,                 0,                 0,                 0,     0.07027353165,       0.215774455,     0.05667201106,                 0,      0.2626446725
          0,           0,           7,               0.5,      0.1891116491,     0.08831087507,                 0,                 0,                 0,     0.06062943274,      0.1891116491,     0.08831087507,                 0,       0.466977447
          0,           0,           8,               0.5,      0.1693509115,      0.1244752451,                 0,                 0,                 0,     0.05051529781,      0.1693509115,      0.1244752451,                 0,      0.7350137295
          0,           0,           9,               0.5,      0.1527897233,       0.163733989,                 0,                 0,                 0,     0.04391201575,      0.1527897233,       0.163733989,                 0,       1.071629593
          0,           0,          10,               0.5,      0.1488080776,      0.1698894528,                 0,                 0,                 0,     0.04388310547,      0.1488080776,      0.1698894528,                 0,       1.141668218
          0,           0,          11,               0.5,      0.1482932488,      0.1724533708,                 0,                 0,                 0,     0.04384397344,      0.1482932488,      0.1724533708,                 0,       1.162921254
          0,           0,          12,               0.5,      0.1472549302,      0.1773543234,                 0,                 0,                 0,     0.04376176748,      0.1472549302,      0.1773543234,                 0,       1.204403297
          0,           0,          13,               0.5,       0.146575127,      0.1794407505,                 0,                 0,                 0,     0.04344284206,       0.146575127,      0.1794407505,                 0,       1.224223742
          0,           0,          14,               0.5,      0.1454374655,      0.1827402483,                 0,                 0,                 0,     0.04295042447,      0.1454374655,      0.1827402483,                 0,        1.25648675
          0,           0,          15,               0.5,      0.1398575868,      0.1940086683,                 0,                 0,                 0,     0.04106603969,      0.1398575868,      0.1940086683,                 0,         1.3871873
          0,           0,          16,               0.5,      0.1396390753,      0.1944836302,                 0,                 0,                 0,     0.04099198605,      0.1396390753,      0.1944836302,                 0,       1.392759367
          0,           0,          17,               0.5,      0.1366307573,      0.2007651569,                 0,                 0,                 0,     0.04001199871,      0.1366307573,      0.2007651569,                 0,        1.46939943
          0,           0,          18,               0.5,      0.1300172672,      0.2101230462,                 0,                 0,                 0,      0.0382219108,      0.1300172672,      0.2101230462,                 0,       1.616116465
          0,           0,          19,               0.5,      0.1248333325,        0.21234331,                 0,                 0,                 0,     0.03618917043,      0.1248333325,        0.21234331,                 0,       1.701014511
          0,           0,          20,               0.5,      0.1197147932,      0.2108795299,                 0,                 0,                 0,     0.03409908215,      0.1197147932,      0.2108795299,                 0,       1.761516052
          0,           0,          21,               0.5,      0.1158719767,      0.2047975182,                 0,                 0,                 0,     0.03223903016,      0.1158719767,      0.2047975182,                 0,       1.767446487
          0,           0,          22,               0.5,      0.1127164724,      0.1965029942,                 0,                 0,                 0,     0.03089199052,      0.1127164724,      0.1965029942,                 0,       1.743338751
