"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,        1044,      -7.064924712,      -6.189382337,      -6.343737505,      -5.613898896,      -9.002284978,      -3.209435642
          0,           0,        1045,      -7.062571415,      -6.191582111,      -6.345844237,      -5.612152146,      -9.001410936,       -3.21556536
          0,           0,        1046,      -7.062137736,      -6.194508825,      -6.350230553,      -5.612036552,      -9.000821081,      -3.222587943
          0,           0,        1047,      -7.063657926,      -6.198178749,       -6.35691255,       -5.61357914,      -9.000558415,      -3.230472831
          0,           0,        1048,      -7.067232918,       -6.20261356,       -6.36592695,      -5.616884167,      -9.000653736,       -3.23890116
          0,           0,        1049,        -7.0728384,      -6.207806442,      -6.377263526,      -5.621920831,      -9.001144634,      -3.247702251
          0,           0,        1050,       -7.08043717,      -6.213710526,      -6.390859048,      -5.628644106,      -9.001980501,       -3.25684733
          0,           0,        1051,      -7.089939654,       -6.22025811,        -6.4065977,      -5.636958731,       -9.00311503,      -3.266189869
          0,           0,        1052,      -7.101209221,      -6.227358656,      -6.424274236,      -5.646732352,      -9.004488202,      -3.275490992
          0,           0,        1053,      -7.114021474,      -6.234913065,      -6.443554397,      -5.657754574,      -9.006024776,      -3.284598859
          0,           0,        1054,      -7.128133876,      -6.242788827,      -6.463948059,      -5.669806021,      -9.007639279,      -3.293357863
          0,           0,        1055,      -7.143138391,      -6.250813269,      -6.484760699,      -5.682532306,       -9.00923414,      -3.301576934
          0,           0,        1056,      -7.158511922,      -6.258814343,      -6.505045289,      -5.695506373,      -9.010507883,      -3.308541814
          0,           0,        1057,      -7.173522569,       -6.26649244,      -6.523682184,      -5.708013576,      -9.011813022,      -3.315517922
          0,           0,        1058,      -7.187568309,      -6.273838674,        -6.5391445,       -5.71983883,      -9.012764396,      -3.320005968
          0,           0,        1059,       -7.19971104,       -6.28061499,      -6.550057334,      -5.730224638,      -9.013207785,      -3.323503734
          0,           0,        1060,      -7.208869038,      -6.286461287,      -6.555238042,      -5.738197425,      -9.013247482,      -3.326552519
          0,           0,        1061,      -7.214672868,       -6.29146165,      -6.554220479,      -5.743791078,      -9.012687379,      -3.326638357
          0,           0,        1062,      -7.216573042,      -6.295481248,      -6.547342596,      -5.746511278,        -9.0115111,      -3.325800337
          0,           0,        1063,       -7.21448404,      -6.298458812,      -6.535599394,      -5.746196019,      -9.009725162,      -3.323822354
          0,           0,        1064,      -7.208787929,      -6.300440468,      -6.520429054,      -5.743069324,      -9.007368272,      -3.320709406
          0,           0,        1065,      -7.200185965,      -6.301531211,      -6.503349973,      -5.737581766,       -9.00450972,      -3.316592861
          0,           0,        1066,      -7.189541915,      -6.301898207,      -6.485718872,      -5.730320922,      -9.001244267,      -3.311687029
          0,           0,        1067,      -7.177772269,      -6.301756953,       -6.46864085,      -5.721951339,      -8.997689641,        -3.3062008
          0,           0,        1068,      -7.165764522,      -6.301357772,      -6.452970699,      -5.713174622,      -8.993974691,      -3.300377981
          0,           0,        1069,      -7.154214455,       -6.30093438,      -6.439310671,      -5.704552216,      -8.990236233,      -3.294445004
          0,           0,        1070,      -7.143831934,      -6.300739286,      -6.428080552,      -5.696726993,      -8.986593857,      -3.288590073
          0,           0,        1071,       -7.13504351,      -6.301004058,      -6.419587697,      -5.690089546,      -8.983174847,       -3.28301678
          0,           0,        1072,      -7.128115803,      -6.301942816,      -6.414034372,       -5.68490011,      -8.980094566,      -3.277838042
          0,           0,        1073,      -7.123351566,      -6.303740275,      -6.411566668,      -5.681473082,      -8.977450518,      -3.273154542
          0,           0,        1074,      -7.120945677,      -6.306545628,      -6.412290994,      -5.680017449,      -8.975323592,      -3.268926835
          0,           0,        1075,      -7.121021927,      -6.310465286,       -6.41628827,      -5.680664134,      -8.973774049,      -3.265047731
          0,           0,        1076,      -7.123711436,      -6.315566033,      -6.423617796,      -5.683554998,      -8.972858905,      -3.261885179
          0,           0,        1077,      -7.128993699,      -6.321864934,      -6.434308318,      -5.688663435,      -8.972606077,       -3.25946101
          0,           0,        1078,      -7.136914402,      -6.329320096,      -6.448334886,        -5.6960364,      -8.972985973,      -3.257675077
          0,           0,        1079,      -7.147377714,      -6.337827205,      -6.465628149,       -5.70556399,      -8.973971505,      -3.256800843
          0,           0,        1080,      -7.160279239,      -6.347219212,      -6.485997668,      -5.717130654,      -8.975515828,      -3.256746894
          0,           0,        1081,      -7.175407638,       -6.35726075,      -6.509073486,      -5.730517977,      -8.977551518,      -3.257390532
          0,           0,        1082,      -7.192396572,      -6.367608733,      -6.534192537,      -5.745356548,      -8.979993647,      -3.258643716
          0,           0,        1083,      -7.210742417,      -6.377867886,      -6.560266385,      -5.761182469,      -8.982740958,      -3.260417698
          0,           0,        1084,      -7.229701947,        -6.3875627,      -6.585657148,      -5.777335794,      -8.985677463,      -3.262635912
          0,           0,        1085,      -7.248268902,      -6.396166909,      -6.608101113,       -5.79296627,      -8.988677771,      -3.265238369
          0,           0,        1086,      -7.265202187,      -6.403148412,       -6.62492004,      -5.807082696,      -8.991610086,      -3.268172894
          0,           0,        1087,      -7.279092583,      -6.408039316,      -6.633591524,      -5.818598739,      -8.994346924,      -3.271371509
          0,           0,        1088,      -7.288617259,      -6.410501333,      -6.632604428,      -5.826547705,      -8.996771247,      -3.274822692
          0,           0,        1089,      -7.292779909,      -6.410383221,      -6.622137357,      -5.830217031,      -8.998782145,       -3.27846019
          0,           0,        1090,      -7.291159705,      -6.407733008,      -6.603977748,      -5.829285706,      -9.000302607,      -3.282253962
          0,           0,        1091,      -7.284167445,      -6.402837282,       -6.58078435,      -5.824046307,      -9.001269699,      -3.285681334
          0,           0,        1092,      -7.272587333,      -6.395880263,      -6.554898074,      -5.814922242,      -9.001683854,       -3.28986053
          0,           0,        1093,      -7.258071763,      -6.387739644,      -6.528885978,      -5.803336832,      -9.001547093,      -3.293132786
          0,           0,        1094,      -7.242018281,      -6.378956459,      -6.504349708,      -5.790293405,       -9.00091499,      -3.296905534
          0,           0,        1095,      -7.225727391,      -6.370075976,      -6.482333445,      -5.776812029,      -8.999872636,      -3.300855089
          0,           0,        1096,      -7.210257765,      -6.361616038,      -6.463476858,      -5.763798643,      -8.998351154,      -3.304354251
          0,           0,        1097,      -7.196239883,      -6.353782686,      -6.447986186,      -5.751758338,      -8.996744293,      -3.309068336
          0,           0,        1098,      -7.184553086,      -6.347302703,      -6.436376398,      -5.741657432,      -8.995093753,      -3.314393817
          0,           0,        1099,      -7.175593247,      -6.342411452,      -6.428791557,      -5.733846395,      -8.993527118,      -3.320940423
          0,           0,        1100,      -7.169636376,      -6.339290856,      -6.425302796,      -5.728589829,      -8.992160113,      -3.328336635
          0,           0,        1101,      -7.166839852,      -6.338067255,      -6.425991135,      -5.726051592,       -8.99108939,      -3.336455319
          0,           0,        1102,      -7.167346325,      -6.338842631,      -6.430929047,      -5.726389745,      -8.990387128,      -3.345186602
          0,           0,        1103,       -7.17124086,      -6.341668306,      -6.440219588,      -5.729687275,      -8.990100187,       -3.35448992
          0,           0,        1104,      -7.178508553,      -6.346495383,       -6.45395499,      -5.735894804,      -8.990247753,      -3.364327807
          0,           0,        1105,      -7.189170237,      -6.353255967,      -6.472233579,      -5.745012387,       -8.99082102,      -3.374627855
          0,           0,        1106,      -7.203158535,      -6.361816711,      -6.495162658,      -5.756938295,      -9.006889045,      -3.466643236
          0,           0,        1107,      -7.206660144,      -6.370111314,      -6.498837255,      -5.763891769,       -9.01011516,      -3.395335071
          0,           0,        1108,      -7.209079451,      -6.375716313,      -6.502677439,      -5.768772985,      -9.010441955,      -3.420197667
          0,           0,        1109,      -7.211424315,      -6.379729064,      -6.506688216,      -5.772863222,      -9.010519829,      -3.442042409
          0,           0,        1110,      -7.213561917,      -6.382708424,      -6.510746536,      -5.775996293,      -9.010527597,       -3.46129736
          0,           0,        1111,      -7.215505797,       -6.38502162,      -6.514721936,       -5.77824541,      -9.010507088,      -3.478178036
          0,           0,        1112,      -7.217356696,      -6.386934217,      -6.518551707,      -5.779869283,      -9.010474032,       -3.49290004
          0,           0,        1113,      -7.219169177,      -6.388642654,      -6.522244976,      -5.781114236,      -9.010434826,      -3.505679619
          0,           0,        1114,      -7.220969826,      -6.390286857,      -6.525844742,      -5.782190099,      -9.010392049,      -3.516724424
          0,           0,        1115,      -7.222802235,       -6.39195652,      -6.529394301,      -5.783288677,      -9.010346678,      -3.526230438
          0,           0,        1116,      -7.224725082,      -6.393697919,      -6.532928694,      -5.784567013,      -9.010299242,      -3.534382421
          0,           0,        1117,      -7.226778834,      -6.395525798,      -6.536478432,      -5.786108856,      -9.010249693,      -3.541354261
          0,           0,        1118,      -7.228967414,      -6.397434304,      -6.540071274,      -5.787913914,      -9.010198062,      -3.547307113
          0,           0,        1119,      -7.231269058,      -6.399406179,      -6.543729317,      -5.789926074,      -9.010144278,      -3.552388617
          0,           0,        1120,      -7.233657832,       -6.40142095,      -6.547465696,       -5.79207435,      -9.010088223,      -3.556732205
          0,           0,        1121,      -7.236116524,      -6.403458852,      -6.551285878,      -5.794301121,      -9.010029846,      -3.560453766
          0,           0,        1122,      -7.238638145,      -6.405505227,       -6.55519185,      -5.796572358,      -9.009969128,      -3.563653979
          0,           0,        1123,      -7.241221851,      -6.407552106,      -6.559186666,      -5.798875643,      -9.009905918,      -3.566418661
          0,           0,        1124,      -7.243868882,      -6.409597685,      -6.563275442,      -5.801213277,      -9.009840041,      -3.568818678
          0,           0,        1125,      -7.246581226,      -6.411644395,      -6.567464312,       -5.80359564,      -9.009771385,      -3.570913468
          0,           0,        1126,      -7.249360119,      -6.413696074,      -6.571758588,      -5.806033805,      -9.009699862,      -3.572751894
          0,           0,        1127,      -7.252205658,      -6.415756072,      -6.576161756,      -5.808535292,      -9.009625438,      -3.574371917
          0,           0,        1128,      -7.255115375,      -6.417826156,      -6.580674675,      -5.811099805,      -9.009547879,      -3.575804797
          0,           0,        1129,      -7.258084463,      -6.419906188,       -6.58529637,      -5.813719896,      -9.009467124,      -3.577075846
          0,           0,        1130,      -7.261106362,      -6.421994847,      -6.590024185,      -5.816383207,       -9.00938318,      -3.578205843
          0,           0,        1131,      -7.264174018,      -6.424090292,      -6.594854794,      -5.819076125,      -9.009296098,      -3.579212508
          0,           0,        1132,      -7.267281438,       -6.42619123,      -6.599785026,       -5.82178761,      -9.009205981,      -3.580112258
          0,           0,        1133,      -7.270424251,      -6.428298242,       -6.60481268,      -5.824511082,      -9.009112916,      -3.580917702
          0,           0,        1134,      -7.273600722,      -6.430412775,      -6.609936851,       -5.82724608,      -9.009016933,       -3.58164039
          0,           0,        1135,      -7.276811555,      -6.432536998,      -6.615158457,      -5.829997101,      -9.008918126,      -3.582290444
          0,           0,        1136,      -7.280059418,      -6.434673414,      -6.620479896,      -5.832772159,      -9.008816551,       -3.58287761
          0,           0,        1137,       -7.28334791,      -6.436824267,      -6.625904721,      -5.835580403,      -9.008712243,       -3.58340923
          0,           0,        1138,      -7.286681413,      -6.438990637,       -6.63143654,      -5.838430405,      -9.008605193,      -3.583892512
          0,           0,        1139,       -7.29006451,      -6.441172192,      -6.637077928,      -5.841328857,      -9.008495393,      -3.584333567
          0,           0,        1140,      -7.293501275,      -6.443367208,      -6.642829385,      -5.844279461,      -9.008382772,      -3.584737011
          0,           0,        1141,      -7.296994961,      -6.445572472,      -6.648688798,      -5.847282704,      -9.008267214,      -3.585107969
          0,           0,        1142,      -7.300546221,      -6.447783205,      -6.654650941,      -5.850334659,      -9.008148593,      -3.585450638
          0,           0,        1143,      -7.304153676,       -6.44999362,      -6.660707033,      -5.853428308,      -9.008026815,      -3.585768808
          0,           0,        1144,      -7.307814123,      -6.452197748,      -6.666845224,      -5.856554817,      -9.007901775,      -3.586064772
          0,           0,        1145,      -7.311522124,      -6.454389746,      -6.673050755,      -5.859703932,      -9.007773399,       -3.58633918
          0,           0,        1146,      -7.315269987,      -6.456563993,      -6.679306453,      -5.862864344,      -9.007641623,       -3.58659335
          0,           0,        1147,      -7.319048932,      -6.458715868,      -6.685592957,      -5.866025936,      -9.007506413,      -3.586834323
          0,           0,        1148,      -7.322849674,      -6.460841823,      -6.691889035,      -5.869180485,      -9.007367748,      -3.587053919
          0,           0,        1149,      -7.326662974,       -6.46293909,      -6.698171955,      -5.872322077,      -9.007225608,       -3.58725025
          0,           0,        1150,      -7.330480114,      -6.465005982,      -6.704417638,      -5.875447542,       -9.00707994,      -3.587423459
          0,           0,        1151,      -7.334292504,      -6.467041721,       -6.71059992,      -5.878555588,      -9.006930693,      -3.587573586
          0,           0,        1152,      -7.338091988,      -6.469045856,      -6.716691516,      -5.881645804,      -9.006777811,      -3.587701965
          0,           0,        1153,      -7.341870176,      -6.471017761,        -6.7226638,       -5.88471802,      -9.006621254,      -3.587808258
          0,           0,        1154,      -7.345617785,      -6.472956342,      -6.728486266,      -5.887770535,      -9.006461009,       -3.58789553
          0,           0,        1155,      -7.349324217,       -6.47485961,      -6.734125941,      -5.890799004,      -9.006297099,      -3.587964196
          0,           0,        1156,      -7.352977821,      -6.476724714,        -6.7395475,      -5.893796791,      -9.006129512,      -3.588015503
          0,           0,        1157,      -7.356565293,      -6.478547787,      -6.744712789,      -5.896754165,      -9.005958232,      -3.588049806
          0,           0,        1158,      -7.360072444,      -6.480323162,      -6.749580885,      -5.899659104,      -9.005783298,      -3.588069962
          0,           0,        1159,      -7.363483258,      -6.482043964,      -6.754108204,      -5.902496484,      -9.005604676,      -3.588075178
          0,           0,        1160,       -7.36677978,      -6.483703401,      -6.758249222,        -5.9052495,      -9.005422347,      -3.588064727
          0,           0,        1161,      -7.369943241,      -6.485293944,      -6.761957632,      -5.907900486,      -9.005236318,      -3.588036586
          0,           0,        1162,      -7.372952508,      -6.486807768,      -6.765187531,      -5.910429576,      -9.005046605,       -3.58799075
          0,           0,        1163,      -7.375784626,      -6.488237081,      -6.767895227,      -5.912815912,       -9.00485325,      -3.587927091
          0,           0,        1164,      -7.378416013,      -6.489574451,      -6.770040125,      -5.915039057,      -9.004656293,      -3.587846009
          0,           0,        1165,      -7.380821511,      -6.490813117,       -6.77158615,      -5.917077762,      -9.004455767,      -3.587744622
          0,           0,        1166,      -7.382975571,      -6.491946835,      -6.772502971,      -5.918911146,      -9.004251737,      -3.587623561
          0,           0,        1167,      -7.384852995,      -6.492969911,      -6.772766972,      -5.920518962,      -9.004044216,       -3.58748113
          0,           0,        1168,       -7.38642912,      -6.493876951,      -6.772361816,      -5.921881484,      -9.003833153,       -3.58731758
          0,           0,        1169,      -7.387680206,      -6.494663136,      -6.771277887,      -5.922980316,      -9.003618481,      -3.587131358
          0,           0,        1170,      -7.388586927,      -6.495324358,      -6.769512774,      -5.923800331,      -9.003400174,      -3.586921716
          0,           0,        1171,      -7.389133166,      -6.495855886,      -6.767071294,      -5.924328921,      -9.003178116,      -3.586686261
          0,           0,        1172,      -7.389305485,       -6.49625437,      -6.763964625,      -5.924556294,      -9.002952164,      -3.586424037
          0,           0,        1173,      -7.389092432,      -6.496518106,      -6.760209927,      -5.924473228,      -9.002722131,       -3.58613232
          0,           0,        1174,      -7.388488379,      -6.496644472,      -6.755829044,      -5.924076407,      -9.002487833,      -3.585809623
          0,           0,        1175,      -7.387491187,      -6.496631041,      -6.750848528,      -5.923365392,      -9.002249093,      -3.585451816
          0,           0,        1176,      -7.386101102,      -6.496477005,      -6.745299542,      -5.922340735,      -9.002005717,        -3.5850577
          0,           0,        1177,      -7.384322636,      -6.496181183,      -6.739217055,      -5.921006218,        -9.0017575,      -3.584628305
          0,           0,        1178,      -7.382163212,      -6.495743219,      -6.732639337,      -5.919367427,      -9.001504325,       -3.58416126
          0,           0,        1179,      -7.379633184,      -6.495162415,      -6.725607357,      -5.917431826,      -9.001246052,      -3.583659648
          0,           0,        1180,      -7.376744949,      -6.494438661,      -6.718164595,      -5.915207896,      -9.000982593,       -3.58312495
          0,           0,        1181,      -7.373513068,      -6.493572097,      -6.710355961,      -5.912705277,      -9.000713938,      -3.582561108
          0,           0,        1182,      -7.369954777,      -6.492563284,      -6.702227378,       -5.90993546,      -9.000440048,      -3.581971592
          0,           0,        1183,       -7.36608907,      -6.491413366,      -6.693825536,      -5.906910976,      -9.000161022,      -3.581360147
          0,           0,        1184,      -7.361936568,      -6.490123677,      -6.685196955,      -5.903645316,      -8.999876919,      -3.580730126
          0,           0,        1185,      -7.357518467,      -6.488696378,      -6.676388002,      -5.900152313,      -8.999587917,      -3.580082853
          0,           0,        1186,      -7.352857492,      -6.487134393,      -6.667443879,      -5.896447224,      -8.999294151,      -3.579419855
          0,           0,        1187,      -7.347976748,      -6.485441371,      -6.658408319,      -5.892545591,      -8.998995781,      -3.578742019
          0,           0,        1188,      -7.342899635,      -6.483621994,      -6.649323181,      -5.888463578,      -8.998693076,      -3.578051782
          0,           0,        1189,      -7.337650331,      -6.481680695,      -6.640228315,      -5.884218725,      -8.998386322,      -3.577349718
          0,           0,        1190,      -7.332254726,      -6.479627378,       -6.63116147,      -5.879830889,      -8.998075789,      -3.576634689
          0,           0,        1191,      -7.326737041,      -6.477469772,      -6.622157879,      -5.875318748,      -8.997761748,      -3.575904186
          0,           0,        1192,      -7.321120772,      -6.475217628,       -6.61324949,      -5.870700893,      -8.997444462,      -3.575153765
          0,           0,        1193,      -7.315430688,      -6.472881854,       -6.60446624,        -5.8659978,       -8.99712413,      -3.574378363
          0,           0,        1194,       -7.30969052,      -6.470474065,      -6.595835464,      -5.861229399,       -8.99680117,      -3.573576343
          0,           0,        1195,        -7.3039235,      -6.468006907,      -6.587381532,      -5.856416216,       -8.99647602,      -3.572744097
          0,           0,        1196,      -7.298152601,      -6.465492979,      -6.579126799,      -5.851578922,      -8.996149032,        -3.5718777
          0,           0,        1197,      -7.292399554,      -6.462946344,      -6.571091535,       -5.84673719,      -8.995820471,      -3.570972389
          0,           0,        1198,      -7.286682708,      -6.460380034,       -6.56329217,      -5.841907475,      -8.995490523,      -3.570020577
          0,           0,        1199,      -7.281022874,      -6.457806888,      -6.555743614,      -5.837109108,      -8.995159425,      -3.569021138
          0,           0,        1200,      -7.275438084,      -6.455239669,      -6.548459375,      -5.832358337,      -8.994827312,      -3.567973212
          0,           0,        1201,      -7.269945468,      -6.452690931,      -6.541451945,      -5.827671092,      -8.994494433,      -3.566874208
          0,           0,        1202,      -7.264562262,      -6.450172275,      -6.534732489,      -5.823063262,      -8.994160925,      -3.565721182
          0,           0,        1203,      -7.259304693,      -6.447695928,      -6.528310381,      -5.818549369,      -8.993827084,      -3.564511631
          0,           0,        1204,      -7.254187973,      -6.445276207,      -6.522195144,      -5.814143293,      -8.993493247,      -3.563243894
          0,           0,        1205,       -7.24922751,      -6.442918214,       -6.51639646,      -5.809858466,      -8.993159667,      -3.561916494
          0,           0,        1206,      -7.244439494,      -6.440633013,      -6.510922556,      -5.805709434,      -8.992826877,      -3.560529308
          0,           0,        1207,      -7.239841193,      -6.438430878,      -6.505782328,      -5.801712238,      -8.992495331,       -3.55908335
          0,           0,        1208,      -7.235449115,      -6.436322169,      -6.500984612,      -5.797882463,       -8.99216568,      -3.557578065
          0,           0,        1209,      -7.231279836,      -6.434317265,      -6.496538744,      -5.794235929,      -8.991838645,      -3.556013092
          0,           0,        1210,      -7.227349429,      -6.432427283,      -6.492454312,      -5.790788202,      -8.991514937,      -3.554388467
          0,           0,        1211,      -7.223674791,      -6.430663574,      -6.488741814,      -5.787556195,       -8.99119542,      -3.552704293
          0,           0,        1212,      -7.220273397,       -6.42903807,      -6.485411994,      -5.784557567,       -8.99088068,       -3.55096249
          0,           0,        1213,      -7.217160578,      -6.427563403,      -6.482476943,      -5.781808374,      -8.990571137,      -3.549164616
          0,           0,        1214,      -7.214351993,      -6.426251576,      -6.479949413,      -5.779325259,      -8.990267344,        -3.5473124
          0,           0,        1215,      -7.211862765,      -6.425115816,      -6.477842954,       -5.77712478,      -8.989970021,      -3.545409178
          0,           0,        1216,      -7.209706217,      -6.424168131,      -6.476171704,      -5.775221375,      -8.989680145,      -3.543482125
          0,           0,        1217,       -7.20789512,      -6.423420817,      -6.474950347,      -5.773629014,      -8.989398847,      -3.541541257
          0,           0,        1218,      -7.206441191,      -6.422885449,      -6.474194791,      -5.772360467,      -8.989127033,      -3.539548506
          0,           0,        1219,      -7.205355311,      -6.422573998,      -6.473921144,      -5.771427715,      -8.988865693,      -3.537508827
          0,           0,        1220,       -7.20464768,      -6.422496064,      -6.474146362,      -5.770841236,      -8.988615862,        -3.5354272
          0,           0,        1221,      -7.204327278,      -6.422661624,      -6.474889068,      -5.770610173,      -8.988378482,      -3.533307245
          0,           0,        1222,      -7.204403549,      -6.423080258,      -6.476167981,      -5.770743445,      -8.988154235,      -3.531158561
          0,           0,        1223,       -7.20488486,      -6.423761087,      -6.478003048,      -5.771248275,       -8.98794411,      -3.528990146
          0,           0,        1224,       -7.20578053,      -6.424712956,      -6.480414654,      -5.772132584,       -8.98774891,       -3.52678372
          0,           0,        1225,      -7.207100538,      -6.425944598,      -6.483424686,      -5.773404565,      -8.987569422,      -3.524540856
          0,           0,        1226,      -7.208855925,      -6.427464343,      -6.487056589,      -5.775073124,       -8.98740672,      -3.522268667
          0,           0,        1227,      -7.211059006,      -6.429279016,      -6.491333391,      -5.777147793,      -8.987261649,      -3.519976839
          0,           0,        1228,      -7.213723593,      -6.431395479,      -6.496278929,      -5.779639456,      -8.987135486,      -3.517671406
          0,           0,        1229,      -7.216864085,      -6.433819911,      -6.501921261,      -5.782559681,      -8.987029728,      -3.515359499
          0,           0,        1230,      -7.220496142,      -6.436556665,      -6.508284954,      -5.785920731,      -8.986945939,       -3.51304644
          0,           0,        1231,      -7.224636834,      -6.439608445,      -6.515395936,      -5.789735914,      -8.986883774,      -3.510738388
          0,           0,        1232,      -7.229302144,      -6.442975821,      -6.523282324,      -5.794017389,      -8.986843398,      -3.508440915
          0,           0,        1233,       -7.23450876,      -6.446656597,      -6.531971578,      -5.798777635,      -8.986825597,      -3.506160365
          0,           0,        1234,       -7.24027019,       -6.45064683,      -6.541489284,       -5.80402546,      -8.986831246,      -3.503902749
          0,           0,        1235,      -7.246598012,      -6.454938435,      -6.551857741,       -5.80976851,      -8.986861096,      -3.501674413
          0,           0,        1236,      -7.253501503,       -6.45951879,      -6.563097489,       -5.81601089,      -8.986915821,      -3.499482819
          0,           0,        1237,      -7.260984538,       -6.46437185,      -6.575224887,      -5.822751169,      -8.986995977,      -3.497339557
          0,           0,        1238,      -7.269046158,       -6.46947614,      -6.588250364,      -5.829983218,      -8.987101921,      -3.495249507
          0,           0,        1239,      -7.277677721,       -6.47480636,      -6.602176888,      -5.837693685,      -8.987233754,       -3.49321022
          0,           0,        1240,      -7.286862033,      -6.480331311,      -6.616994975,      -5.845859501,      -8.987391351,      -3.491225991
          0,           0,        1241,      -7.296572955,      -6.486014387,      -6.632679078,      -5.854450223,      -8.987574384,      -3.489300437
          0,           0,        1242,      -7.306775363,      -6.491814724,      -6.649184722,      -5.863427784,      -8.987782341,      -3.487441046
          0,           0,        1243,      -7.317419908,      -6.497683838,      -6.666439199,      -5.872740561,      -8.988014462,      -3.485651236
          0,           0,        1244,      -7.328442023,      -6.503570592,      -6.684332366,      -5.882323972,      -8.988269774,      -3.483937748
          0,           0,        1245,      -7.339764411,      -6.509414617,      -6.702709006,      -5.892104842,      -8.988547135,      -3.482299732
          0,           0,        1246,      -7.351289442,      -6.515153422,      -6.721355373,      -5.901993146,      -8.988845307,      -3.480732377
          0,           0,        1247,       -7.36289614,      -6.520718624,      -6.739979268,      -5.911880987,      -8.989162804,      -3.479175967
          0,           0,        1248,      -7.374443762,      -6.526037293,      -6.758202351,      -5.921647086,       -8.98949802,      -3.477697983
          0,           0,        1249,      -7.385766024,      -6.531035121,       -6.77555268,      -5.931152741,      -8.989849294,       -3.47633058
          0,           0,        1250,      -7.396673513,      -6.535635546,       -6.79146292,      -5.940244779,      -8.990214779,      -3.475091074
          0,           0,        1251,      -7.406955185,      -6.539762855,      -6.805290594,      -5.948757863,      -8.990592502,      -3.473975276
          0,           0,        1252,      -7.416377736,      -6.543344617,      -6.816363519,      -5.956513408,      -8.990980311,      -3.472993193
          0,           0,        1253,      -7.424705421,       -6.54631306,      -6.824052211,      -5.963337278,      -8.991375839,      -3.472139727
          0,           0,        1254,      -7.431702426,      -6.548607355,      -6.827858584,      -5.969057898,      -8.991776577,      -3.471408455
          0,           0,        1255,      -7.437151702,      -6.550175687,      -6.827500813,      -5.973520491,      -8.992179909,      -3.470807392
          0,           0,        1256,      -7.440872004,      -6.550980701,      -6.822968893,      -5.976597371,      -8.992583127,       -3.47032811
          0,           0,        1257,      -7.442742329,       -6.55099973,      -6.814533795,      -5.978206439,      -8.992983376,      -3.469963707
          0,           0,        1258,       -7.44270886,      -6.550224999,        -6.8026946,      -5.978311659,      -8.993377665,      -3.469706951
          0,           0,        1259,      -7.440785371,       -6.54866689,      -6.788096772,      -5.976921672,      -8.993763001,       -3.46956862
          0,           0,        1260,         -7.437067,      -6.546353971,      -6.771439146,      -5.974102822,      -8.994136545,       -3.46956065
          0,           0,        1261,      -7.431714523,       -6.54333234,      -6.753399489,       -5.96996761,      -8.994495521,      -3.469682007
          0,           0,        1262,      -7.424945105,      -6.539662451,      -6.734585844,      -5.964671723,      -8.994837294,      -3.469927682
          0,           0,        1263,      -7.417009227,      -6.535419789,       -6.71551226,      -5.958396447,      -8.995159496,      -3.470298512
          0,           0,        1264,      -7.408174555,      -6.530690815,      -6.696595033,      -5.951341497,      -8.995460207,      -3.470796651
          0,           0,        1265,      -7.398709825,      -6.525572014,      -6.678160509,      -5.943713344,      -8.995737817,      -3.471427401
          0,           0,        1266,      -7.388869895,      -6.520155977,      -6.660458614,      -5.935710309,       -8.99599067,      -3.472187592
          0,           0,        1267,      -7.378897524,      -6.514542491,      -6.643674254,      -5.927533876,      -8.996217979,      -3.473081166
          0,           0,        1268,      -7.368954035,      -6.508828952,      -6.627944727,      -5.919309442,      -8.996419538,      -3.474103908
          0,           0,        1269,      -7.359269738,      -6.503115776,      -6.613371301,      -5.911237858,      -8.996595715,      -3.475233675
          0,           0,        1270,       -7.35002179,      -6.497496889,      -6.600023503,      -5.903481712,      -8.996747428,      -3.476506002
          0,           0,        1271,      -7.341318331,      -6.492057116,      -6.587957595,      -5.896137279,      -8.996876178,      -3.477981838
          0,           0,        1272,      -7.333272977,      -6.486879113,      -6.577214219,      -5.889313747,       -8.99698372,      -3.479637932
          0,           0,        1273,      -7.325976665,       -6.48203159,      -6.567826121,      -5.883097678,      -8.997072121,      -3.481449683
          0,           0,        1274,      -7.319516106,      -6.477579116,      -6.559820388,      -5.877575345,      -8.997143969,      -3.483414828
          0,           0,        1275,        -7.3139622,      -6.473581434,      -6.553220088,      -5.872818811,      -8.997202147,      -3.485536631
          0,           0,        1276,      -7.309372014,       -6.47009005,       -6.54804996,      -5.868886278,      -8.997249994,      -3.487829605
          0,           0,        1277,       -7.30580369,      -6.467153963,      -6.544335643,      -5.865838156,      -8.997291058,      -3.490309988
          0,           0,        1278,       -7.30330613,      -6.464812994,      -6.542104246,      -5.863723328,      -8.997329013,      -3.492982024
          0,           0,        1279,      -7.301925302,      -6.463101254,      -6.541386965,      -5.862588273,      -8.997367539,      -3.495847758
          0,           0,        1280,      -7.301700408,      -6.462046144,      -6.542217311,      -5.862470805,      -8.997410319,      -3.498914624
          0,           0,        1281,      -7.302670305,      -6.461673005,      -6.544631304,      -5.863407586,      -8.997460875,      -3.502168339
          0,           0,        1282,      -7.304872866,      -6.461996382,      -6.548667012,      -5.865429293,      -8.997522465,      -3.505616326
