"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,       "CD"       ,       "CL"       
        691,           0,          10,      -9.363142354,      -6.999673757,      -8.067863748,      -9.159138173,      -4.103785494,     0.02384880271,        1.23844064
        692,           0,          10,      -9.357632858,       -6.99994077,      -8.070579876,      -9.159452645,      -4.104479191,      0.0238508269,       1.238426734
        693,           0,          10,       -9.35277676,      -7.000117753,      -8.073429349,      -9.159764217,      -4.105148399,     0.02385293955,       1.238413107
        694,           0,          10,      -9.350191715,      -7.000280076,      -8.076155326,      -9.160072613,      -4.105779102,     0.02385507178,       1.238399772
        695,           0,          10,      -9.350883939,      -7.000447612,      -8.079121512,      -9.160377685,      -4.106355551,     0.02385715969,       1.238386731
        696,           0,          10,      -9.353633948,      -7.000624575,      -8.081809803,      -9.160679464,      -4.106855403,     0.02385914695,       1.238373983
        697,           0,          10,      -9.358114013,      -7.000812767,      -8.083714381,      -9.160977949,      -4.107257592,     0.02386098664,       1.238361513
        698,           0,          10,      -9.363588091,      -7.001010593,      -8.084654553,      -9.161273278,      -4.107543536,     0.02386264268,         1.2383493
        699,           0,          10,      -9.368851591,      -7.001216043,      -8.084563038,      -9.161565897,      -4.107699489,     0.02386409074,       1.238337309
        700,           0,          10,      -9.372732356,      -7.001427889,      -8.083442597,      -9.161856493,      -4.107718793,     0.02386531847,       1.238325495
        701,           0,         258,      -8.004725526,      -7.512203851,      -7.445201458,       -8.92110461,      -3.569189399,     0.04012199589,        1.36679707
        702,           0,         254,      -8.004427554,      -7.565542716,       -7.43993023,      -8.923016269,       -3.75078043,    0.008632857551,       1.170657598
        703,           0,         213,      -8.013350171,       -7.42288613,      -7.604306331,      -8.953624269,      -3.880198668,     0.02450788903,       1.263652544
        704,           0,         148,       -8.01351311,      -7.198208992,      -7.565335346,      -8.915509866,      -3.957113758,      0.0215674684,       1.247327394
        705,           0,          81,       -8.00621373,      -6.932768292,      -7.303445481,      -8.705650814,       -3.82669789,     0.02133050835,       1.246215469
        706,           0,          88,       -8.00299189,      -7.020574042,      -7.394952322,      -8.781469411,      -3.824159111,     0.02159875658,       1.247699465
        707,           0,          85,      -8.001740315,      -7.014152148,      -7.364545765,      -8.797884185,      -3.816060684,     0.02197160149,       1.250054471
        708,           0,          64,      -8.004926304,      -6.881204743,      -7.143493842,      -8.692551419,      -3.799533579,     0.02199317689,        1.25076189
        709,           0,          55,      -8.002471061,      -6.834068014,       -7.07590125,       -8.66482212,      -3.687345972,     0.02193765828,       1.251220031
        710,           0,         134,      -8.000214639,      -7.304969209,      -7.724951051,      -9.130257213,      -4.083920605,     0.02182633688,       1.250199398
        711,           0,          88,      -8.001081905,      -7.069131807,      -7.496094136,      -8.965643154,      -3.838136825,     0.02177320843,       1.250324247
        712,           0,          47,      -8.004578828,      -6.795216179,      -7.038620742,      -8.713009955,      -3.923264811,       0.021705771,       1.249987728
        713,           0,          48,      -8.010103694,      -6.846113632,      -7.061392388,      -8.759481419,      -3.811140338,     0.02158119879,       1.250105716
        714,           0,          65,       -8.00472306,      -7.006288505,      -7.281250067,      -8.884508215,      -3.772299955,     0.02172720513,       1.250983605
        715,           0,          71,      -8.004047697,      -7.036572634,      -7.383894838,      -8.930349523,      -3.736462345,     0.02168000779,       1.250827344
        716,           0,          71,       -8.00290764,       -7.03772838,      -7.419277079,      -8.951731032,      -3.815260525,     0.02162563116,       1.250383156
        717,           0,          69,      -8.003899788,      -7.027066817,      -7.412267692,      -8.956374836,      -3.796827268,     0.02157471382,       1.249883368
        718,           0,          64,      -8.001191662,      -7.003029898,      -7.369576741,       -8.93323715,      -3.764432514,     0.02146412892,       1.249409906
        719,           0,          55,      -8.000554418,      -6.944942395,      -7.257648295,      -8.879268815,      -3.710400944,     0.02140643661,       1.249422792
        720,           0,          51,      -8.005637027,      -6.918644802,       -7.21321404,      -8.864458911,      -3.711464389,     0.02140916427,       1.249697562
        721,           0,          47,      -8.000741358,      -6.888013257,      -7.173832735,      -8.846162851,      -3.702677429,     0.02143917767,       1.250054918
        722,           0,          46,      -8.010226825,      -6.884570129,      -7.175277353,      -8.850726801,      -3.737225717,     0.02147780154,       1.250518054
        723,           0,          45,      -8.004135065,      -6.879101159,       -7.17000113,      -8.848401138,      -3.737208697,       0.021523101,       1.250940356
        724,           0,          47,       -8.00103107,      -6.904170038,       -7.22265847,      -8.865148681,      -3.752953886,     0.02156170818,       1.251217626
        725,           0,          69,      -8.001271844,       -7.05897298,      -7.553506958,      -9.012911797,       -3.76733793,     0.02165397738,       1.251325152
        726,           0,         130,      -8.000583191,      -7.281310162,      -7.778543709,      -9.418711039,      -4.105745569,     0.02163704702,       1.250511675
        727,           0,          55,      -8.000666527,      -6.940442674,      -7.375031984,      -8.896970942,      -3.992688861,     0.02148089083,       1.250379057
        728,           0,          47,        -8.0088973,      -6.909323875,      -7.256123491,      -8.883307152,      -3.761635679,     0.02140280653,       1.250756124
        729,           0,          47,      -8.002896313,      -6.914112318,      -7.281539735,      -8.895956955,      -3.724107968,      0.0213978361,       1.251140105
        730,           0,          51,      -8.002345362,      -6.947395713,      -7.319311381,      -8.924802957,       -3.79157904,      0.0214112996,       1.251431454
        731,           0,          55,      -8.001779653,      -6.976246704,      -7.374325382,      -8.950685865,      -3.732658227,      0.0214591397,       1.251616357
        732,           0,          58,      -8.003222318,      -6.993157234,      -7.420123216,      -8.968968949,      -3.734650013,     0.02151525496,       1.251512856
        733,           0,          59,      -8.000475784,      -6.994812025,      -7.436725768,      -8.972179397,       -3.74335304,      0.0215043901,       1.251041154
        734,           0,          54,      -8.001005639,      -6.960597912,      -7.368237408,      -8.932148523,      -3.753801427,     0.02145108888,         1.2504988
        735,           0,          49,      -8.008112899,      -6.925913797,       -7.31954564,      -8.892744041,      -3.698282014,     0.02141353236,       1.250192995
        736,           0,          46,      -8.004301522,      -6.901952962,      -7.300268933,       -8.86637302,      -3.728205653,     0.02140067128,       1.250158584
        737,           0,          49,      -8.005367649,      -6.924650497,      -7.346996338,      -8.880910216,      -3.747700868,     0.02137388529,       1.250300505
        738,           0,          51,      -8.002070908,      -6.933636367,       -7.35953366,      -8.885701117,      -3.741118049,     0.02135377874,       1.250523279
        739,           0,          48,       -8.00034757,      -6.905981008,      -7.329900154,      -8.857967013,      -3.708249193,     0.02136040886,       1.250737514
        740,           0,          45,      -8.007925765,      -6.882500137,      -7.301398877,      -8.834527328,      -3.725679468,     0.02136357141,       1.250872417
        741,           0,          43,      -8.000629463,      -6.865806641,      -7.269016125,      -8.816853699,      -3.758651895,     0.02136656561,       1.250970565
        742,           0,          45,      -8.001394028,      -6.882551198,      -7.305333432,      -8.825028719,      -3.787821457,     0.02138169717,       1.251009389
        743,           0,          51,       -8.00307166,      -6.925217201,      -7.366736595,      -8.858712302,      -3.771973574,      0.0214399775,       1.251031603
        744,           0,          70,      -8.002540553,      -7.021101402,      -7.592507933,      -8.991901723,      -3.768323402,     0.02162781936,       1.251111061
        745,           0,          70,      -8.003714364,      -7.010152897,      -7.581022469,      -8.990432603,      -3.810785856,     0.02166795263,       1.251130673
        746,           0,          49,      -8.002759481,      -6.894227296,      -7.352893109,      -8.842488125,      -3.767170551,     0.02160326092,       1.251260255
        747,           0,          46,      -8.006976576,      -6.884704089,      -7.312325782,      -8.841899232,       -3.74232842,     0.02146082363,       1.251164726
        748,           0,          48,      -8.008067882,      -6.900176421,       -7.36314865,      -8.862299843,      -3.723569123,      0.0213381802,       1.251236963
        749,           0,          50,      -8.005922672,      -6.912165825,      -7.356062032,      -8.874099407,      -3.760373883,     0.02128710293,       1.251283731
        750,           0,          47,      -8.001871562,      -6.888608182,      -7.342230673,      -8.847001179,      -3.727713545,      0.0213273925,       1.251315857
        751,           0,          45,      -8.004747802,      -6.876267689,      -7.327176713,      -8.832297494,      -3.726702569,     0.02143010455,       1.251324031
        752,           0,          47,      -8.004817853,      -6.893049836,      -7.350714757,      -8.844498212,       -3.76033094,     0.02155800728,       1.251360959
        753,           0,          50,       -8.00303923,      -6.911379008,      -7.365987379,       -8.86059877,      -3.745511346,     0.02163576625,       1.251329425
        754,           0,          47,      -8.001226563,      -6.886718261,      -7.348015046,      -8.831310288,      -3.736626404,     0.02162151306,       1.251100289
        755,           0,          43,      -8.007165359,      -6.855184414,      -7.308707897,      -8.799700593,      -3.736850513,     0.02154884569,       1.250895895
        756,           0,          43,      -8.000398776,      -6.853751366,       -7.31304178,      -8.796623106,      -3.774421969,     0.02144552942,       1.250801246
        757,           0,          48,      -8.008433605,      -6.885761488,      -7.377562916,      -8.826197727,      -3.804773388,     0.02136285692,       1.250903787
        758,           0,          50,      -8.005932835,      -6.893666888,      -7.381784786,      -8.832757229,      -3.766215701,     0.02136450329,       1.251122721
        759,           0,          47,      -8.006770589,      -6.870845964,      -7.354173842,       -8.80824926,      -3.733751929,      0.0214100132,       1.251256163
        760,           0,          43,      -8.005160342,      -6.843764586,      -7.311371149,       -8.78093665,       -3.74075376,     0.02146171635,       1.251302222
        761,           0,          42,      -8.002304134,      -6.838377983,      -7.297519894,      -8.774851951,      -3.790730459,     0.02149956884,       1.251324319
        762,           0,          45,      -8.000486968,      -6.859603845,      -7.346271472,      -8.792787479,       -3.82252325,     0.02153592668,       1.251311234
        763,           0,          49,      -8.005895576,      -6.881730403,         -7.378327,      -8.814877168,      -3.779903219,     0.02156113988,       1.251265836
        764,           0,          48,      -8.005712778,      -6.870670813,       -7.36821605,      -8.801620897,      -3.750152196,     0.02156829952,       1.251183532
        765,           0,          43,      -8.005310253,      -6.835903726,       -7.31727479,      -8.764929157,      -3.748359187,     0.02157096553,       1.251153839
        766,           0,          40,      -8.006629553,      -6.813798051,      -7.258017455,      -8.746171462,      -3.782015386,      0.0215573558,       1.251245263
        767,           0,          41,      -8.000239253,      -6.820051625,      -7.281481321,      -8.753139104,      -3.813524823,     0.02154081385,       1.251411107
        768,           0,          43,      -8.001756482,      -6.830691447,      -7.316622427,       -8.76334868,      -3.851849379,     0.02153800983,       1.251625314
        769,           0,          43,      -8.001862906,      -6.826826505,      -7.318061012,      -8.758734314,      -3.850965719,     0.02153251285,       1.251754229
        770,           0,          42,      -8.002631271,      -6.817677447,      -7.305669661,      -8.748872116,      -3.820375574,     0.02151677486,       1.251743913
        771,           0,          43,      -8.007834468,      -6.823097693,      -7.323350059,      -8.753672163,      -3.825281506,     0.02150547324,       1.251670367
        772,           0,          44,      -8.003253799,      -6.826752701,      -7.334516983,      -8.756459267,      -3.841268902,      0.0215238546,       1.251600256
        773,           0,          44,      -8.004672191,      -6.823849627,      -7.334829638,      -8.752436237,      -3.827311012,     0.02157128888,       1.251571482
        774,           0,          42,      -8.002204635,      -6.808384144,       -7.30700004,       -8.73531828,      -3.808439413,     0.02162191402,        1.25155877
        775,           0,          40,      -8.000192379,      -6.793502993,      -7.268232407,      -8.719707252,      -3.803746799,     0.02165376071,       1.251560873
        776,           0,          41,       -8.00731604,      -6.799090624,       -7.29029338,      -8.724147025,      -3.825359953,     0.02167627183,       1.251625401
        777,           0,          41,      -8.002833917,      -6.795398448,      -7.289477685,      -8.718815778,       -3.85283341,     0.02169247628,       1.251756108
        778,           0,          40,      -8.000338944,      -6.785517384,      -7.272059042,      -8.707916826,      -3.839569825,     0.02167717886,       1.251860085
        779,           0,          40,      -8.001899113,      -6.782709813,      -7.274258106,       -8.70479735,      -3.827512636,     0.02161812424,       1.251851278
        780,           0,          41,      -8.008677289,      -6.785826657,       -7.29477648,      -8.707847527,      -3.852129945,      0.0215387057,       1.251743282
        781,           0,          41,      -8.006626987,      -6.782009445,      -7.293250012,      -8.703612938,       -3.86282693,     0.02148254171,       1.251625771
        782,           0,          40,      -8.000764916,      -6.772670902,       -7.27399403,      -8.693496782,       -3.83776096,     0.02147393933,       1.251582256
        783,           0,          40,      -8.001509329,      -6.770984682,      -7.275734637,      -8.690747591,      -3.820645825,     0.02150977228,        1.25161772
        784,           0,          41,      -8.004375452,      -6.775094767,      -7.296542734,      -8.693598052,      -3.841599021,     0.02158106643,       1.251693487
        785,           0,          42,      -8.004419113,      -6.778082057,      -7.315438135,       -8.69577116,      -3.865404796,     0.02167212081,       1.251788665
        786,           0,          43,      -8.004137488,      -6.780463517,      -7.331724937,      -8.698395389,      -3.865764619,     0.02175775102,       1.251920737
        787,           0,          43,      -8.001976914,      -6.777081681,      -7.332911444,      -8.694783325,      -3.845705577,     0.02180675718,       1.252059711
        788,           0,          42,      -8.006859851,      -6.769175965,      -7.323962953,      -8.685649579,       -3.82527119,     0.02180066208,       1.252146275
        789,           0,          39,      -8.004017649,      -6.749660786,      -7.269000077,      -8.663837743,      -3.814501675,     0.02174831429,       1.252150663
        790,           0,          38,       -8.00438248,      -6.742593082,      -7.246534231,      -8.656786765,      -3.810490695,     0.02166260076,       1.252109972
        791,           0,          41,      -8.008134237,      -6.758499395,      -7.304729773,      -8.673833267,      -3.844391299,     0.02157445297,       1.252045008
        792,           0,          43,      -8.007690285,       -6.76496241,      -7.333763203,      -8.681461448,      -3.887819334,      0.0215346781,       1.252026931
        793,           0,          42,      -8.001813253,      -6.756532386,      -7.326286054,       -8.67096514,      -3.855382157,      0.0215603652,       1.252088482
        794,           0,          42,      -8.007593522,      -6.756331631,      -7.335237516,      -8.669629053,      -3.815962116,     0.02162265674,       1.252194003
        795,           0,          44,      -8.004702378,      -6.765869034,      -7.356261011,      -8.679631256,      -3.833759933,     0.02171055886,       1.252317752
        796,           0,          47,      -8.002845573,      -6.778050364,      -7.367215211,      -8.693700436,      -3.810730758,     0.02180513212,       1.252425974
        797,           0,          47,      -8.000811715,      -6.775569972,      -7.361676573,      -8.687517756,      -3.765032453,     0.02185785928,       1.252448948
        798,           0,          43,       -8.00486372,      -6.756196729,       -7.34365267,      -8.658938907,      -3.744758505,     0.02184439712,       1.252357373
        799,           0,          37,      -8.001342611,      -6.725789994,      -7.248106318,      -8.621344911,      -3.747305731,     0.02177691952,       1.252226458
        800,           0,          40,      -8.006218562,      -6.744014586,      -7.315973193,       -8.63788933,      -3.786391506,     0.02167430004,       1.252138915
        801,           0,          45,      -8.010268418,      -6.763614489,      -7.364532912,      -8.656979583,      -3.882031969,     0.02162016296,       1.252237271
        802,           0,          45,      -8.001386887,      -6.759229404,      -7.364810515,      -8.647019534,       -3.83879835,      0.0216375405,       1.252468933
        803,           0,          43,      -8.008972328,      -6.750230894,      -7.354530862,      -8.631175653,      -3.787140034,     0.02167919477,       1.252604142
        804,           0,          41,      -8.005972246,      -6.743075006,      -7.340117772,      -8.618724487,      -3.769805778,     0.02170981382,       1.252649744
        805,           0,          42,      -8.004976472,      -6.750466591,      -7.355983006,      -8.623653491,      -3.815988221,     0.02173253563,       1.252623019
        806,           0,          44,      -8.003899529,      -6.759990552,       -7.36993568,      -8.631203762,      -3.844574176,     0.02176230999,       1.252571516
        807,           0,          44,      -8.005845393,      -6.760037215,      -7.367513773,      -8.627127729,      -3.815385441,      0.0217766911,       1.252504168
        808,           0,          41,      -8.005155917,      -6.747861207,      -7.347300416,      -8.608529721,      -3.781028296,     0.02176632199,       1.252376316
        809,           0,          36,      -8.001229061,      -6.725642078,      -7.264289498,      -8.581077157,      -3.784933095,     0.02174245779,       1.252280703
        810,           0,          38,      -8.003945613,      -6.739264861,      -7.311086671,      -8.592400525,       -3.81447534,     0.02173477141,       1.252345402
        811,           0,          41,      -8.003100749,      -6.752667697,      -7.344688701,      -8.603402317,      -3.858364246,     0.02177172481,       1.252593797
        812,           0,          41,      -8.004704417,      -6.751787931,       -7.34733606,      -8.598570234,      -3.880729105,     0.02181211171,       1.252903638
        813,           0,          39,      -8.002346317,       -6.74417276,      -7.325777867,      -8.585803898,       -3.82562259,     0.02181105883,       1.253051136
        814,           0,          38,      -8.001086754,      -6.742124246,      -7.317125702,       -8.58003564,      -3.803812831,     0.02175877858,       1.253032798
        815,           0,          39,      -8.001248407,      -6.749050537,      -7.334580077,      -8.583835013,      -3.839744432,     0.02169306132,       1.252909524
        816,           0,          40,      -8.001944871,      -6.755019601,      -7.345688013,      -8.586310288,      -3.851808223,     0.02167112059,       1.252815474
        817,           0,          40,      -8.001051138,      -6.756332361,      -7.346699082,      -8.583448143,      -3.844957516,      0.0217065729,       1.252836201
        818,           0,          41,      -8.006462864,      -6.763222957,      -7.357695809,      -8.587374669,      -3.837736338,     0.02176891163,       1.252904791
        819,           0,          41,      -8.000336981,      -6.765651395,      -7.356037572,      -8.585703691,      -3.858448408,     0.02183287742,       1.252925355
        820,           0,          41,      -8.003606415,      -6.769105473,      -7.356902709,      -8.585949637,      -3.862394045,     0.02189025045,       1.252962339
        821,           0,          40,        -8.0031604,       -6.76806983,      -7.346619846,      -8.581545516,      -3.833924263,     0.02193690202,       1.253075875
        822,           0,          38,      -8.004345028,      -6.762461424,      -7.326440829,      -8.572727963,      -3.803524519,     0.02194790451,       1.253223592
        823,           0,          36,      -8.002298247,       -6.75657599,      -7.303176498,      -8.564082168,      -3.819966867,     0.02191489401,       1.253317432
        824,           0,          37,      -8.002500752,      -6.765831661,       -7.32511088,      -8.571759759,      -3.876942804,     0.02184446772,         1.2533239
        825,           0,          40,      -8.006906342,      -6.783529352,       -7.35492839,      -8.589388781,       -3.90314222,     0.02175955116,       1.253246316
        826,           0,          41,      -8.001856729,      -6.790573308,      -7.358422059,       -8.59610485,      -3.909183491,     0.02171083197,       1.253198571
        827,           0,          41,      -8.007631701,      -6.795205428,      -7.359623092,      -8.600254049,      -3.869703509,     0.02171501855,       1.253227108
        828,           0,          39,      -8.000489237,      -6.790894292,      -7.346876595,      -8.594779222,      -3.824363412,     0.02175598074,       1.253291828
        829,           0,          39,      -8.000688833,      -6.799254034,      -7.351603285,      -8.602454324,      -3.830554292,     0.02181089468,        1.25336145
        830,           0,          42,      -8.006733332,      -6.823034545,      -7.372598373,      -8.628114119,      -3.865981567,     0.02189141488,       1.253414671
        831,           0,          43,      -8.003295649,      -6.834655446,      -7.372429736,      -8.641096878,      -3.888401308,      0.0219754691,       1.253480667
        832,           0,          42,       -8.00027741,      -6.836646613,      -7.369013254,      -8.643035245,      -3.850536015,     0.02201487659,        1.25351552
        833,           0,          39,      -8.000280881,       -6.82756106,      -7.351066368,      -8.631757459,      -3.809967647,     0.02199589514,       1.253479357
        834,           0,          35,      -8.002916166,      -6.810489452,      -7.300210238,      -8.612133815,      -3.812945089,     0.02193569809,       1.253439778
        835,           0,          37,      -8.005978653,      -6.828860369,      -7.336085432,      -8.631161729,       -3.85219161,     0.02186231359,       1.253458503
        836,           0,          40,      -8.000412917,      -6.848231308,      -7.354445601,      -8.651609599,      -3.900031412,     0.02180794424,       1.253548175
        837,           0,          42,      -8.005963222,      -6.861441685,      -7.371469335,      -8.665850126,      -3.930581561,     0.02179186595,       1.253728045
        838,           0,          41,      -8.007687588,       -6.85870869,      -7.363216955,      -8.660948118,      -3.876400496,     0.02180977328,       1.253856365
        839,           0,          38,       -8.00086969,      -6.845991704,      -7.343162728,      -8.644255281,      -3.815722199,     0.02182797956,       1.253897229
        840,           0,          39,      -8.000695852,      -6.860285726,      -7.355956545,       -8.65607725,      -3.827150755,     0.02185038129,       1.253883655
        841,           0,          43,      -8.001057877,       -6.89034748,      -7.379684649,      -8.684861946,      -3.884913645,     0.02191644187,       1.253870551
        842,           0,          47,      -8.001973248,      -6.918169718,      -7.391049873,      -8.712334557,      -3.876559491,     0.02201054746,        1.25397215
        843,           0,          48,      -8.005463035,      -6.928481549,      -7.386724017,       -8.72012901,       -3.79190706,     0.02205669675,       1.254004647
        844,           0,          43,      -8.006837741,      -6.902786214,      -7.371877501,      -8.687165993,      -3.744914293,     0.02204549732,       1.253922392
        845,           0,          36,       -8.00203669,      -6.864703202,      -7.313208687,      -8.643774136,       -3.76628364,     0.02199308799,       1.253869524
        846,           0,          38,      -8.000167023,      -6.883026385,       -7.34760457,      -8.664130102,      -3.807825291,     0.02191847008,       1.253915139
        847,           0,          44,       -8.00498702,      -6.919551103,      -7.382352845,      -8.704315178,      -3.893360734,     0.02188001304,       1.254131524
        848,           0,          46,      -8.008536163,      -6.929999854,      -7.386815513,       -8.71495273,      -3.865853608,     0.02187959399,       1.254360603
        849,           0,          43,      -8.006844861,      -6.913072822,      -7.374469183,      -8.694368891,      -3.809483983,     0.02188569196,       1.254346591
        850,           0,          41,      -8.007397852,      -6.906972438,      -7.375025469,      -8.685549372,      -3.769302991,      0.0218751072,       1.254250032
        851,           0,          43,      -8.005575732,      -6.926089937,      -7.385319253,      -8.703904724,      -3.824353161,     0.02187986432,       1.254170564
        852,           0,          45,      -8.003880421,      -6.941224876,      -7.385303109,      -8.718012889,      -3.859024849,     0.02194284685,       1.254233736
        853,           0,          44,       -8.00293352,      -6.936596098,      -7.377258262,      -8.709931766,      -3.820364612,     0.02201375676,       1.254340982
        854,           0,          41,      -8.004553189,      -6.919356525,       -7.36844276,      -8.689772223,      -3.788698011,     0.02203502361,       1.254309566
        855,           0,          38,      -8.004235459,      -6.900753185,      -7.339244663,      -8.670489569,      -3.806497704,     0.02201309765,       1.254220077
        856,           0,          38,      -8.000965039,      -6.901494783,      -7.337672478,      -8.671390203,      -3.817295958,     0.02199104269,       1.254248619
        857,           0,          41,      -8.007804175,      -6.920248084,      -7.369107768,      -8.690817014,      -3.852102857,     0.02198994453,       1.254456288
        858,           0,          41,      -8.007923069,      -6.916353322,      -7.371463175,      -8.686780248,      -3.883541793,     0.02199388309,       1.254708743
        859,           0,          38,      -8.000394163,      -6.894644927,      -7.343796485,      -8.664331004,       -3.84604127,     0.02197187905,       1.254818271
        860,           0,          38,      -8.004418632,      -6.896244439,      -7.341937835,      -8.665725787,      -3.834063715,     0.02191949828,       1.254792791
        861,           0,          39,      -8.003281378,      -6.902960838,      -7.347430857,      -8.671137994,      -3.865994869,     0.02187790813,        1.25471137
        862,           0,          39,       -8.00006245,      -6.902867928,      -7.348882936,      -8.668763605,      -3.867708581,     0.02187843145,       1.254695422
        863,           0,          40,      -8.002324207,      -6.910605747,      -7.361379283,      -8.674266402,      -3.856013265,     0.02191638388,       1.254742815
        864,           0,          41,      -8.001605604,      -6.916810882,       -7.36770643,      -8.678816237,      -3.854921573,     0.02196888363,       1.254779948
        865,           0,          43,      -8.007267377,      -6.930710223,      -7.378276801,      -8.691210668,      -3.874046917,     0.02201845699,       1.254757478
        866,           0,          43,      -8.004213554,      -6.930664776,      -7.373738458,      -8.689475009,      -3.870717793,     0.02208203743,       1.254770345
        867,           0,          41,      -8.001470298,      -6.918529896,       -7.36600263,       -8.67581746,      -3.843157033,     0.02214261272,       1.254909492
        868,           0,          38,      -8.001439811,      -6.899681032,      -7.343393988,      -8.656294637,      -3.805536012,     0.02216041736,       1.255069446
        869,           0,          35,      -8.001232343,      -6.878521241,      -7.307340237,      -8.636137959,      -3.834302216,     0.02212548501,       1.255180664
        870,           0,          37,      -8.003285232,      -6.894086245,      -7.338982572,      -8.650358853,      -3.878277174,     0.02204904473,        1.25522816
        871,           0,          41,      -8.008179973,      -6.919617506,      -7.362278255,      -8.675196835,       -3.90577558,     0.02194879531,       1.255185374
        872,           0,          42,      -8.000924562,      -6.922605943,      -7.365938652,      -8.678983267,      -3.921423507,     0.02188897012,        1.25518159
        873,           0,          41,       -8.00061229,      -6.915794567,      -7.362458533,       -8.67220549,      -3.853090176,     0.02188694431,       1.255222943
        874,           0,          41,      -8.006481239,      -6.920276521,       -7.37168595,      -8.674610748,      -3.821805228,     0.02192349868,       1.255273674
        875,           0,          42,      -8.000511405,      -6.932499219,       -7.37667525,      -8.683380847,      -3.856319775,     0.02199954351,       1.255322485
        876,           0,          46,      -8.007187281,      -6.965774715,      -7.384153269,      -8.713966876,      -3.866846293,     0.02211570855,       1.255397157
        877,           0,          48,      -8.000832324,       -6.98299765,      -7.378947445,      -8.729209495,      -3.806179595,     0.02221822948,       1.255483942
        878,           0,          46,      -8.006854985,      -6.971875771,      -7.373601428,      -8.717827509,       -3.75766468,     0.02223720897,       1.255459199
        879,           0,          40,      -8.006984731,       -6.93168971,      -7.357451306,      -8.679358776,      -3.766640543,     0.02219240468,       1.255393215
        880,           0,          37,      -8.002390658,      -6.913237015,      -7.329650229,      -8.664264889,      -3.775816096,     0.02209098826,       1.255344428
        881,           0,          43,      -8.004443512,      -6.957712559,      -7.387835265,      -8.709945528,      -3.845271473,     0.02197649623,       1.255415365
        882,           0,          47,      -8.004493025,      -6.981640277,      -7.387570578,       -8.73581181,      -3.882735228,     0.02193224945,       1.255657088
        883,           0,          45,      -8.001884458,      -6.966364918,      -7.369405399,      -8.721285746,      -3.795732573,     0.02196308785,       1.255845839
        884,           0,          41,      -8.001045828,        -6.9438975,      -7.365977673,      -8.697743034,      -3.772082629,      0.0220047055,       1.255888876
        885,           0,          41,      -8.000115103,      -6.952532264,      -7.373312929,      -8.704473376,      -3.789099856,     0.02203189387,       1.255876114
        886,           0,          46,      -8.008157894,      -6.993974219,      -7.387405359,      -8.743525559,      -3.870058051,     0.02208758504,       1.255850044
        887,           0,          49,      -8.001988083,      -7.016606831,      -7.389620958,      -8.764307976,      -3.804445304,     0.02215737636,       1.255907005
        888,           0,          47,      -8.000611063,      -7.001794689,      -7.375157148,       -8.75000902,      -3.764287067,     0.02217732542,       1.255835431
        889,           0,          41,      -8.000862769,      -6.960406644,      -7.355351029,      -8.709502668,      -3.747163628,     0.02216735826,       1.255747331
        890,           0,          37,       -8.00387935,      -6.933327642,      -7.324664726,      -8.685783425,      -3.779306759,     0.02212748501,       1.255756419
        891,           0,          40,      -8.000647872,      -6.955634789,      -7.367459852,      -8.709482061,      -3.837469714,     0.02209191112,       1.255930788
        892,           0,          44,      -8.009143113,      -6.979326845,      -7.379248633,      -8.735120824,      -3.907636742,     0.02208548976,       1.256260899
        893,           0,          43,      -8.000891954,      -6.966614297,      -7.367674251,       -8.72472754,      -3.867019715,     0.02207611453,       1.256446535
        894,           0,          41,      -8.003710664,      -6.952022881,      -7.365316103,      -8.711905191,      -3.801450193,     0.02203962446,       1.256391785
        895,           0,          41,      -8.005680553,      -6.954123917,      -7.370680251,      -8.713710681,       -3.80151591,     0.02199502188,       1.256267166
        896,           0,          43,      -8.006160577,      -6.971638412,      -7.380187587,      -8.727430443,      -3.847729297,     0.02199489661,       1.256200484
        897,           0,          45,      -8.005975249,      -6.987180579,      -7.378894711,      -8.738908182,      -3.852466549,     0.02206290287,       1.256282677
        898,           0,          45,      -8.001965168,      -6.987115904,      -7.371252875,      -8.735901996,      -3.808338819,     0.02214695435,       1.256367489
        899,           0,          44,      -8.006916292,      -6.981248893,       -7.36903693,      -8.727833555,      -3.782497923,     0.02219852976,       1.256325153
        900,           0,          41,      -8.004221652,      -6.959138049,      -7.359786145,      -8.705907332,      -3.814501575,     0.02222820535,       1.256305651
        901,           0,          38,      -8.001953623,      -6.936779205,      -7.339067725,      -8.684749666,      -3.800059065,     0.02223306868,       1.256389703
        902,           0,          39,        -8.0053721,      -6.943459618,      -7.356626583,      -8.690838953,      -3.811238477,     0.02221259793,       1.256576752
        903,           0,          40,      -8.000932274,      -6.946259778,      -7.362719588,      -8.693163806,      -3.870349159,     0.02216679449,       1.256760755
        904,           0,          41,      -8.003491369,      -6.949974533,      -7.365939702,      -8.696814373,      -3.888032939,     0.02209133109,       1.256821646
        905,           0,          41,       -8.00089575,      -6.946484389,      -7.358256676,      -8.694627206,       -3.86584934,      0.0220205941,       1.256782844
        906,           0,          41,      -8.005824084,      -6.946000502,      -7.360230363,      -8.694576874,      -3.843144097,     0.02198431365,       1.256763272
        907,           0,          41,      -8.004322198,      -6.947709276,      -7.364902878,      -8.694808343,      -3.839832269,     0.02200321547,       1.256788848
