"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,       "CD"       ,       "CL"       
        266,           0,          10,      -8.785000802,      -6.806936699,      -7.739902346,      -8.987875231,       -3.99607956,     0.02342971667,       1.244849343
        267,           0,          10,      -8.773635146,      -6.807643279,      -7.748206118,      -8.988521547,      -3.995474709,     0.02343544386,         1.2448588
        268,           0,          10,      -8.761189491,      -6.808332548,      -7.759107311,      -8.989168311,      -3.994336302,     0.02344110498,        1.24486788
        269,           0,          10,       -8.74833352,      -6.809026159,      -7.771753458,      -8.989816167,      -3.992753318,     0.02344604334,       1.244874258
        270,           0,          10,      -8.736243264,      -6.809737337,      -7.785096943,      -8.990462338,      -3.990807184,     0.02344976808,       1.244875973
        271,           0,          10,      -8.727747171,      -6.810470772,      -7.797991791,      -8.991092159,       -3.98870435,     0.02345202975,       1.244871665
        272,           0,          10,      -8.726086403,      -6.811228671,      -7.809306794,      -8.991709496,      -3.986883494,     0.02345282125,       1.244860689
        273,           0,          10,      -8.732969221,      -6.812011984,      -7.818182927,      -8.992308353,      -3.985841791,     0.02345231854,       1.244843078
        274,           0,          10,      -8.747618643,      -6.812809432,      -7.824241199,      -8.992884941,      -3.985893341,     0.02345079061,       1.244819392
        275,           0,          10,      -8.767688136,      -6.813603083,      -7.827774674,      -8.993439015,      -3.987020213,     0.02344851429,       1.244790499
        276,           0,          10,       -8.79007382,      -6.814382848,      -7.829613193,      -8.993974153,      -3.988873591,     0.02344572018,       1.244757369
        277,           0,          10,      -8.812968063,      -6.815191926,      -7.831317238,      -8.994496781,      -3.991198169,     0.02344258095,       1.244720937
        278,           0,          10,      -8.832044794,      -6.816012266,      -7.833496047,      -8.995014708,      -3.993619669,     0.02343923426,       1.244682063
        279,           0,          10,      -8.841791751,      -6.816828419,      -7.835663937,      -8.995534526,      -3.995947174,     0.02343582065,       1.244641575
        280,           0,          10,      -8.839530509,      -6.817626683,       -7.83705208,      -8.996057898,      -3.998084922,     0.02343251152,       1.244600331
        281,           0,          10,      -8.829667885,      -6.818396604,      -7.836979306,      -8.996579975,      -3.999986748,     0.02342951004,       1.244559255
        282,           0,          10,      -8.820974064,      -6.819132039,      -7.835113155,      -8.997102082,      -4.001594758,     0.02342702048,       1.244519282
        283,           0,          10,      -8.819569609,      -6.819831208,      -7.831498678,      -8.997622814,      -4.002837636,     0.02342519664,       1.244481223
        284,           0,          10,      -8.825299441,      -6.820493653,      -7.826564296,      -8.998137997,      -4.003649602,     0.02342409016,       1.244445579
        285,           0,          10,       -8.83322369,      -6.821122282,      -7.821173239,      -8.998645184,      -4.003977246,     0.02342361904,        1.24441239
        286,           0,          10,      -8.838878162,      -6.821724443,      -7.816530297,      -8.999144151,      -4.003827214,     0.02342357085,        1.24438117
        287,           0,          10,      -8.842779592,       -6.82231119,      -7.813845365,      -8.999636952,      -4.003273226,     0.02342364319,       1.244350997
        288,           0,          10,      -8.848492552,      -6.822894347,      -7.813921066,       -9.00012711,      -4.002440007,     0.02342351173,       1.244320738
        289,           0,          10,      -8.856642826,      -6.823484528,       -7.81689362,       -9.00061734,       -4.00156374,     0.02342290821,       1.244289359
        290,           0,          10,      -8.862656176,      -6.824090996,      -7.822219926,      -9.001109968,      -4.000949395,     0.02342168829,       1.244256244
        291,           0,          10,      -8.861516977,      -6.824721984,      -7.828846589,      -9.001607245,       -4.00088609,     0.02341987256,       1.244221399
        292,           0,          10,      -8.854577205,      -6.825384178,      -7.835481175,      -9.002108225,      -4.001552389,     0.02341765138,       1.244185511
        293,           0,          10,       -8.84889036,      -6.826081514,      -7.840920611,      -9.002610512,      -4.002954607,     0.02341535386,       1.244149819
        294,           0,          10,      -8.850605616,      -6.826811514,       -7.84436987,      -9.003100733,      -4.004948054,     0.02341338905,       1.244115857
        295,           0,          10,      -8.861209814,      -6.827564789,       -7.84565324,      -9.003585979,        -4.0073038,     0.02341217352,       1.244085136
        296,           0,          10,      -8.878218619,      -6.828327064,      -7.845187411,      -9.004064648,      -4.009710459,     0.02341206127,       1.244058867
        297,           0,          10,      -8.897310519,      -6.829080985,      -7.843749136,      -9.004536372,      -4.011820139,      0.0234132916,       1.244037792
        298,           0,          10,        -8.9133649,      -6.829810441,      -7.842200887,      -9.005001319,      -4.013398132,     0.02341596383,       1.244022165
        299,           0,          10,      -8.920741555,      -6.830504195,      -7.841289869,      -9.005458205,      -4.014337598,      0.0234200416,       1.244011836
        300,           0,          10,      -8.916026951,      -6.831159628,      -7.841577703,      -9.005909468,      -4.014553551,     0.02342538313,       1.244006426
        301,           0,          10,      -8.902350137,      -6.831783689,      -7.843374855,      -9.006356427,      -4.014105714,      0.0234317862,       1.244005492
        302,           0,          10,      -8.888215148,      -6.832390262,      -7.846730269,      -9.006800325,      -4.013135029,     0.02343903523,       1.244008653
        303,           0,          10,      -8.881281892,      -6.832994961,      -7.851417917,      -9.007242319,      -4.011860416,     0.02344693873,       1.244015634
        304,           0,          10,      -8.884404613,      -6.833610532,      -7.857006868,      -9.007683308,      -4.010502131,     0.02345534812,       1.244026238
        305,           0,          10,      -8.895965557,      -6.834241719,       -7.86300034,      -9.008123816,      -4.009260245,     0.02346415708,       1.244040269
        306,           0,          10,      -8.912496732,      -6.834887259,      -7.869015764,      -9.008563764,      -4.008269696,     0.02347328437,       1.244057439
        307,           0,          10,      -8.931358033,      -6.835541636,      -7.874889442,      -9.008994257,      -4.007602568,     0.02348265066,       1.244077305
        308,           0,          10,      -8.951364073,      -6.836197534,      -7.880686921,      -9.009418876,      -4.007321363,     0.02349215854,       1.244099243
        309,           0,          10,      -8.971356906,      -6.836848071,       -7.88659784,      -9.009836769,      -4.007375012,     0.02350168274,       1.244122474
        310,           0,          10,      -8.989438834,      -6.837488216,      -7.892776586,      -9.010248604,      -4.007716313,     0.02351107373,       1.244146125
        311,           0,          10,      -9.004266915,      -6.838115587,      -7.899266561,      -9.010653858,      -4.008273751,     0.02352016958,       1.244169296
        312,           0,          10,       -9.01587446,      -6.838730661,      -7.906038925,      -9.011049855,      -4.008923664,     0.02352880989,       1.244191115
        313,           0,          10,      -9.023782079,      -6.839335795,        -7.9130506,      -9.011436595,      -4.009523705,     0.02353684402,       1.244210765
        314,           0,          10,      -9.025312347,       -6.83993457,      -7.920193963,      -9.011820781,      -4.009975529,     0.02354413056,       1.244227482
        315,           0,          10,      -9.018341863,      -6.840530891,      -7.927165094,       -9.01220537,       -4.01016341,     0.02355053002,       1.244240539
        316,           0,          10,      -9.005986266,      -6.841126477,      -7.933408406,       -9.01259301,      -4.010065816,     0.02355589681,       1.244249234
        317,           0,          10,      -8.995994948,      -6.841724225,      -7.938247461,      -9.012985262,      -4.009655245,      0.0235600777,       1.244252892
        318,           0,          10,      -8.995520866,      -6.842327884,      -7.941175672,      -9.013380975,      -4.008988518,     0.02356292139,       1.244250902
        319,           0,          10,      -9.007278977,      -6.842941709,       -7.94210554,      -9.013778756,      -4.008205487,     0.02356429896,       1.244242778
        320,           0,          10,      -9.028480603,      -6.843568424,      -7.941366764,      -9.014177545,      -4.007475003,     0.02356412984,       1.244228223
        321,           0,          10,        -9.0514808,      -6.844209168,      -7.939487338,      -9.014574533,       -4.00699529,     0.02356240462,       1.244207186
        322,           0,          10,      -9.067091005,      -6.844863281,      -7.936974597,      -9.014967153,      -4.006940228,     0.02355919833,       1.244179884
        323,           0,          10,      -9.070618443,      -6.845528771,      -7.934220333,      -9.015353767,      -4.007379475,     0.02355466922,       1.244146781
        324,           0,          10,      -9.064946677,      -6.846202458,      -7.931460986,      -9.015733994,      -4.008307586,     0.02354904491,        1.24410853
        325,           0,          10,       -9.05634105,      -6.846879907,      -7.928855702,       -9.01610872,       -4.00961758,      0.0235425999,       1.244065893
        326,           0,          10,      -9.049015823,      -6.847554989,       -7.92634278,      -9.016479801,      -4.011169043,     0.02353563006,       1.244019662
        327,           0,          10,      -9.043166691,       -6.84822223,      -7.923783703,      -9.016849824,      -4.012856218,     0.02352842921,       1.243970604
        328,           0,          10,      -9.036131029,       -6.84887625,      -7.921103061,      -9.017219212,      -4.014577971,     0.02352126962,       1.243919445
        329,           0,          10,      -9.024991002,       -6.84951453,      -7.918255243,      -9.017592778,      -4.016168418,     0.02351438583,       1.243866873
        330,           0,          10,      -9.009249823,      -6.850138026,      -7.915305702,       -9.01797352,      -4.017576532,     0.02350796112,       1.243813553
        331,           0,          10,      -8.991303976,       -6.85074938,      -7.912449169,       -9.01836372,      -4.018746095,     0.02350211633,       1.243760127
        332,           0,          10,      -8.974771681,      -6.851351842,      -7.909869875,      -9.018764995,      -4.019675757,     0.02349690305,       1.243707179
        333,           0,          10,      -8.962574118,        -6.8519483,      -7.907624074,       -9.01917812,      -4.020379936,     0.02349230485,       1.243655182
        334,           0,          10,      -8.956044987,      -6.852538712,      -7.905629514,      -9.019602805,      -4.020900205,     0.02348825068,       1.243604442
        335,           0,          10,      -8.954964801,      -6.853125844,      -7.903718432,      -9.020037662,      -4.021295951,     0.02348464065,       1.243555079
        336,           0,          10,      -8.958150887,      -6.853711406,       -7.90180439,      -9.020480351,      -4.021630943,     0.02348138224,       1.243507056
        337,           0,          10,      -8.964104168,      -6.854295528,      -7.899962968,      -9.020927621,      -4.021898772,     0.02347842778,       1.243460273
        338,           0,          10,      -8.971575815,       -6.85487698,      -7.898412357,      -9.021374163,      -4.022123903,     0.02347580375,       1.243414698
        339,           0,          10,      -8.979959294,      -6.855455163,      -7.897443395,      -9.021820045,      -4.022285175,     0.02347362167,        1.24337049
        340,           0,          10,      -8.989275214,      -6.856028942,      -7.897381946,      -9.022263383,      -4.022396667,     0.02347206586,       1.243328078
        341,           0,          10,      -8.999712114,      -6.856597066,       -7.89850569,      -9.022704177,      -4.022469121,     0.02347135924,       1.243288159
        342,           0,          10,      -9.011219526,      -6.857158383,       -7.90092086,      -9.023143892,      -4.022535217,      0.0234717156,       1.243251611
        343,           0,          10,      -9.023423676,      -6.857712655,       -7.90450382,      -9.023584394,      -4.022561388,     0.02347329085,       1.243219356
        344,           0,          10,      -9.035811287,      -6.858260239,       -7.90892674,      -9.024027795,       -4.02251318,     0.02347614654,       1.243192186
        345,           0,          10,      -9.047874042,      -6.858802737,      -7.913709252,      -9.024475744,      -4.022338862,     0.02348023535,       1.243170633
        346,           0,          10,      -9.059052381,       -6.85934283,      -7.918310334,      -9.024928733,      -4.022015208,     0.02348541057,       1.243154895
        347,           0,          10,      -9.068595456,      -6.859883791,       -7.92226209,      -9.025386025,      -4.021567581,     0.02349145588,       1.243144834
        348,           0,          10,      -9.075674896,      -6.860428821,      -7.925271084,      -9.025843522,      -4.021015937,     0.02349812456,       1.243140032
        349,           0,          10,      -9.079861219,      -6.860978708,      -7.927246421,      -9.026301081,      -4.020390557,     0.02350517635,       1.243139887
        350,           0,          10,      -9.081585972,      -6.861534094,      -7.928320972,      -9.026755783,      -4.019730773,     0.02351240355,       1.243143697
        351,           0,          10,      -9.081808662,      -6.862095274,      -7.928878528,      -9.027205091,       -4.01907868,     0.02351964155,       1.243150724
        352,           0,          10,      -9.081155921,      -6.862662297,      -7.929426807,      -9.027647164,      -4.018454227,     0.02352676496,       1.243160228
        353,           0,          10,      -9.079550045,      -6.863235326,      -7.930439327,      -9.028081059,       -4.01786746,     0.02353367541,       1.243171484
        354,           0,          10,      -9.076570314,      -6.863814835,       -7.93222987,      -9.028506561,      -4.017349973,     0.02354028782,       1.243183787
        355,           0,          10,      -9.072114886,      -6.864400621,      -7.934862433,      -9.028923959,      -4.016947301,     0.02354652153,       1.243196473
        356,           0,          10,      -9.066664504,      -6.864992717,      -7.938101125,      -9.029333762,      -4.016681144,     0.02355229913,       1.243208953
        357,           0,          10,       -9.06110135,      -6.865591085,      -7.941562424,        -9.0297362,      -4.016585704,     0.02355755207,       1.243220749
        358,           0,          10,      -9.056239004,      -6.866195327,      -7.944881625,      -9.030129106,      -4.016675047,     0.02356223016,        1.24323152
        359,           0,          10,      -9.052682368,      -6.866805468,      -7.947771858,      -9.030514333,      -4.016936737,     0.02356631079,       1.243241076
        360,           0,          10,       -9.05110597,      -6.867419583,       -7.95006122,      -9.030891016,      -4.017343387,     0.02356980498,       1.243249355
        361,           0,          10,      -9.052377923,      -6.868037173,      -7.951711407,      -9.031258269,      -4.017854454,     0.02357275767,       1.243256392
        362,           0,          10,      -9.057572366,      -6.868655585,      -7.952932106,      -9.031615358,      -4.018439389,     0.02357524213,        1.24326226
        363,           0,          10,      -9.067277166,      -6.869271906,      -7.953821211,      -9.031962051,      -4.019053841,     0.02357734914,       1.243267027
        364,           0,          10,      -9.081611539,      -6.869883061,      -7.954528352,      -9.032298828,      -4.019662817,     0.02357917185,       1.243270702
        365,           0,          10,       -9.09981331,      -6.870486562,      -7.955313556,      -9.032626575,      -4.020240093,     0.02358078887,       1.243273194
        366,           0,          10,      -9.119912113,      -6.871081408,      -7.956299352,      -9.032947161,       -4.02077239,     0.02358224876,       1.243274286
        367,           0,          10,      -9.139243302,      -6.871668957,      -7.957570521,      -9.033261005,      -4.021272143,     0.02358355947,       1.243273622
        368,           0,          10,      -9.155187061,      -6.872251023,      -7.959036958,      -9.033570253,      -4.021773428,     0.02358468637,        1.24327072
        369,           0,          10,      -9.166318899,      -6.872829791,      -7.960534826,      -9.033877784,      -4.022345802,     0.02358556076,       1.243265013
        370,           0,          10,      -9.172704636,      -6.873407608,      -7.961968134,      -9.034184864,      -4.023062473,      0.0235860984,       1.243255919
        371,           0,          10,      -9.174575301,      -6.873985615,      -7.963291922,      -9.034492312,      -4.023962307,     0.02358622366,        1.24324293
        372,           0,          10,      -9.171234562,       -6.87456439,      -7.964450946,      -9.034800533,      -4.025026497,     0.02358589385,       1.243225705
        373,           0,          10,       -9.16149256,      -6.875143513,       -7.96535978,      -9.035109677,      -4.026218919,     0.02358511693,       1.243204135
        374,           0,          10,      -9.145406571,      -6.875720899,      -7.965867865,      -9.035419707,      -4.027450854,     0.02358395667,       1.243178389
        375,           0,          10,      -9.125478461,      -6.876293873,      -7.965767113,      -9.035730683,      -4.028626794,     0.02358252405,       1.243148899
        376,           0,          10,      -9.105730678,      -6.876860089,      -7.964895097,      -9.036042714,      -4.029666293,     0.02358095613,       1.243116302
        377,           0,          10,      -9.089638438,      -6.877418016,      -7.963213481,      -9.036354485,      -4.030546125,     0.02357938796,       1.243081353
        378,           0,          10,      -9.078797071,      -6.877967408,      -7.960822735,      -9.036667963,      -4.031258368,     0.02357792531,       1.243044818
        379,           0,          10,      -9.072720225,      -6.878509333,      -7.957930396,      -9.036985665,      -4.031813706,      0.0235766252,        1.24300738
        380,           0,          10,      -9.069379495,       -6.87904584,      -7.954772564,      -9.037308817,      -4.032197838,     0.02357549051,       1.242969579
        381,           0,          10,      -9.066241253,      -6.879579314,      -7.951541791,      -9.037638481,      -4.032409139,     0.02357447874,       1.242931797
        382,           0,          10,      -9.061374466,      -6.880112687,      -7.948373924,      -9.037975414,      -4.032460169,     0.02357352298,       1.242894282
        383,           0,          10,      -9.053996658,      -6.880647598,      -7.945370399,      -9.038319924,      -4.032364647,     0.02357255936,       1.242857206
        384,           0,          10,      -9.044154189,      -6.881185246,      -7.942637872,      -9.038671578,      -4.032156465,     0.02357155212,        1.24282074
        385,           0,          10,      -9.031992581,      -6.881726426,       -7.94027993,      -9.039029877,      -4.031887446,     0.02357051137,       1.242785118
        386,           0,          10,      -9.017487005,      -6.882272273,      -7.938399015,      -9.039393749,      -4.031617295,     0.02356949761,       1.242750671
        387,           0,          10,      -9.001633636,      -6.882818423,      -7.937136193,      -9.039761917,      -4.031393791,     0.02356861329,       1.242717839
        388,           0,          10,       -8.98574479,      -6.883365916,      -7.936211671,      -9.040133154,      -4.031239626,      0.0235679837,       1.242687135
        389,           0,          10,      -8.972489727,      -6.883913153,      -7.935580493,      -9.040506389,      -4.031157197,     0.02356773191,       1.242659087
        390,           0,          10,      -8.964600655,      -6.884457682,      -7.935233636,      -9.040880837,      -4.031133696,     0.02356795365,       1.242634161
        391,           0,          10,      -8.964286164,      -6.885069387,      -7.935476825,      -9.041254652,      -4.031139701,     0.02356869841,        1.24261268
        392,           0,          10,      -8.972918094,      -6.885698011,      -7.936326217,      -9.041628584,      -4.031165179,     0.02356996045,       1.242594771
        393,           0,          10,      -8.990512628,      -6.886305664,      -7.936709796,      -9.042003445,      -4.031214879,     0.02357168265,       1.242580335
        394,           0,          10,      -9.016248959,      -6.886891779,      -7.936850821,      -9.042378953,      -4.031293346,     0.02357377148,       1.242569072
        395,           0,          10,      -9.047487239,      -6.887454416,      -7.937258643,      -9.042755191,      -4.031405115,     0.02357611952,       1.242560539
        396,           0,          10,      -9.079765409,      -6.887998312,      -7.938181071,      -9.043131798,      -4.031549166,     0.02357862887,       1.242554234
        397,           0,          10,      -9.107594398,      -6.888528968,      -7.939763113,      -9.043508255,      -4.031712559,     0.02358123043,       1.242549683
        398,           0,          10,      -9.125849621,      -6.889049926,      -7.942088748,      -9.043883865,       -4.03190406,     0.02358389361,       1.242546504
        399,           0,          10,      -9.132177073,       -6.88956351,      -7.945209367,      -9.044257873,        -4.0321293,     0.02358662504,       1.242544434
        400,           0,          10,      -9.128053711,      -6.890071828,      -7.949142823,      -9.044629505,      -4.032414079,     0.02358945701,       1.242543307
        401,           0,          10,      -9.117277198,      -6.890576207,      -7.953862894,      -9.044998033,      -4.032774328,     0.02359243069,       1.242543011
        402,           0,          10,      -9.103670844,      -6.891076896,      -7.959245366,      -9.045362853,      -4.033236865,     0.02359557851,       1.242543418
        403,           0,          10,      -9.089871116,      -6.891573944,      -7.965084946,      -9.045723446,      -4.033814105,     0.02359891085,       1.242544324
        404,           0,          10,      -9.077247629,      -6.892067527,      -7.971140874,      -9.046079434,      -4.034495833,     0.02360241037,       1.242545422
        405,           0,          10,      -9.065927751,      -6.892558573,      -7.977027216,      -9.046431126,      -4.035257334,     0.02360603393,       1.242546301
        406,           0,          10,      -9.056057448,      -6.893048691,      -7.982519993,      -9.046778812,       -4.03605993,      0.0236097206,       1.242546487
        407,           0,          10,      -9.047388901,       -6.89353759,       -7.98771859,      -9.047120587,      -4.036852161,     0.02361340221,       1.242545495
        408,           0,          10,      -9.039774182,      -6.894026864,         -7.992391,      -9.047460024,      -4.037566562,      0.0236170125,       1.242542886
        409,           0,          10,      -9.033435589,      -6.894517048,      -7.996403833,      -9.047798369,      -4.038150427,     0.02362049236,       1.242538313
        410,           0,          10,      -9.028766446,      -6.895008341,      -7.999814257,      -9.048136703,      -4.038566804,     0.02362379017,       1.242531534
        411,           0,          10,      -9.026114975,      -6.895501379,      -8.002675186,      -9.048476228,      -4.038800235,     0.02362685816,       1.242522402
        412,           0,          10,      -9.025739254,      -6.895996703,      -8.005020216,      -9.048818241,      -4.038857356,     0.02362964709,       1.242510836
        413,           0,          10,      -9.027776498,      -6.896495278,      -8.006913366,      -9.049163691,      -4.038756571,     0.02363210232,       1.242496783
        414,           0,          10,      -9.032246283,      -6.896998152,      -8.008426094,      -9.049513334,      -4.038539313,     0.02363416303,       1.242480189
        415,           0,          10,      -9.039115635,      -6.897506413,      -8.009591967,      -9.049867893,      -4.038254627,     0.02363576577,       1.242460991
        416,           0,          10,      -9.048390547,      -6.898019468,      -8.010428682,       -9.05022759,      -4.037954527,     0.02363685115,       1.242439118
        417,           0,          10,      -9.060110119,       -6.89853712,      -8.010943229,      -9.050592367,      -4.037674712,      0.0236373727,       1.242414526
        418,           0,          10,      -9.074283916,      -6.899059049,      -8.011073778,      -9.050961983,      -4.037454523,     0.02363730538,       1.242387233
        419,           0,          10,      -9.090699565,      -6.899584437,      -8.010789568,      -9.051336088,      -4.037315377,     0.02363665157,       1.242357362
        420,           0,          10,      -9.108650453,      -6.900112433,      -8.010081106,      -9.051714353,      -4.037251439,     0.02363544329,       1.242325169
        421,           0,          10,      -9.126731058,      -6.900642237,      -8.008959919,      -9.052096483,      -4.037238034,      0.0236337408,        1.24229106
        422,           0,          10,      -9.142830642,      -6.901172651,      -8.007462352,       -9.05248224,      -4.037242902,     0.02363162756,        1.24225558
        423,           0,          10,      -9.154649591,      -6.901660272,      -8.005307343,      -9.052871302,      -4.037230819,       0.023629203,       1.242219379
        424,           0,          10,      -9.160017967,      -6.902142582,      -8.002708141,       -9.05326334,      -4.037183477,     0.02362657489,        1.24218317
        425,           0,          10,      -9.158817535,      -6.902618279,      -8.000092848,      -9.053658258,      -4.037106205,     0.02362385201,       1.242147672
        426,           0,          10,       -9.15201823,      -6.903096703,      -7.997308328,      -9.054055251,      -4.037016408,     0.02362113834,       1.242113554
        427,           0,          10,      -9.142266026,      -6.903576484,      -7.994167544,      -9.054453903,      -4.036952252,     0.02361852868,       1.242081395
        428,           0,          10,      -9.132376836,      -6.904055025,       -7.99073467,      -9.054853774,      -4.036953034,     0.02361610565,       1.242051644
        429,           0,          10,      -9.124650616,      -6.904530117,      -7.987108302,      -9.055254092,      -4.037054683,     0.02361393832,       1.242024615
        430,           0,          10,      -9.120761268,       -6.90500091,      -7.983355875,      -9.055653997,      -4.037289747,     0.02361208227,       1.242000484
        431,           0,          10,      -9.121784893,      -6.905467134,      -7.979570156,      -9.056052618,       -4.03766225,     0.02361058078,       1.241979303
        432,           0,          10,      -9.128217462,      -6.905929369,      -7.975845724,      -9.056449148,      -4.038159271,     0.02360946653,       1.241961025
        433,           0,          10,      -9.140011559,      -6.906388422,      -7.972279453,      -9.056842747,      -4.038752811,     0.02360876491,       1.241945531
        434,           0,          10,      -9.156575867,      -6.906844842,      -7.968978264,      -9.057232526,      -4.039415664,     0.02360849701,       1.241932654
        435,           0,          10,      -9.176743066,      -6.907299311,      -7.966036879,      -9.057618125,      -4.040116632,     0.02360868234,       1.241922207
        436,           0,          10,      -9.198835423,      -6.907752551,      -7.963518819,      -9.057999395,      -4.040837911,     0.02360934049,       1.241913994
        437,           0,          10,      -9.220867987,      -6.908204491,      -7.961467224,      -9.058376122,       -4.04155182,     0.02361049123,       1.241907822
        438,           0,          10,      -9.240849837,      -6.908654673,       -7.95992206,      -9.058748054,      -4.042251135,     0.02361215266,       1.241903503
        439,           0,          10,      -9.257152299,      -6.909102807,      -7.958908984,      -9.059114943,      -4.042930676,      0.0236143381,       1.241900842
        440,           0,          10,      -9.268821152,      -6.909548767,      -7.958449041,      -9.059476489,       -4.04359108,     0.02361705076,       1.241899627
        441,           0,          10,      -9.275719322,      -6.909992968,      -7.958582477,      -9.059832537,      -4.044234607,     0.02362027917,       1.241899613
        442,           0,          10,      -9.278405514,      -6.910435831,       -7.95933954,      -9.060183057,      -4.044858968,      0.0236239932,       1.241900508
        443,           0,          10,      -9.277901913,      -6.910878102,      -7.960742799,      -9.060528123,      -4.045468086,     0.02362814241,       1.241901973
        444,           0,          10,      -9.275324378,      -6.911320883,       -7.96281344,      -9.060867967,      -4.046057721,     0.02363265694,       1.241903625
        445,           0,          10,      -9.271532772,      -6.911764999,      -7.965560765,      -9.061203641,      -4.046609692,     0.02363745173,       1.241905057
        446,           0,          10,      -9.266972602,      -6.912211079,      -7.968971621,      -9.061536235,      -4.047093252,      0.0236424323,       1.241905866
        447,           0,          10,      -9.261702757,      -6.912659638,      -7.973011353,      -9.061867075,      -4.047489406,     0.02364750174,       1.241905685
        448,           0,          10,      -9.255568965,      -6.913111249,      -7.977616711,       -9.06219782,      -4.047785761,     0.02365256651,       1.241904207
        449,           0,          10,      -9.248446661,      -6.913565501,      -7.982689786,       -9.06253003,      -4.047981484,     0.02365754044,       1.241901199
        450,           0,          10,      -9.240352953,      -6.914021942,      -7.988101784,      -9.062864969,      -4.048085845,     0.02366234615,       1.241896509
        451,           0,          10,       -9.23143071,      -6.914480039,       -7.99369195,       -9.06320366,      -4.048120977,     0.02366691399,       1.241890046
        452,           0,          10,       -9.22184445,      -6.914939063,      -7.999271984,      -9.063546801,      -4.048112401,     0.02367117927,       1.241881766
        453,           0,          10,      -9.211745481,      -6.915398559,      -8.004638891,      -9.063894671,      -4.048081696,     0.02367507947,       1.241871638
        454,           0,          10,      -9.201327534,      -6.915858164,      -8.009595071,       -9.06424716,      -4.048042776,     0.02367855259,       1.241859635
        455,           0,          10,      -9.190929244,      -6.916317726,      -8.013973631,      -9.064604558,      -4.048004463,     0.02368153718,       1.241845721
        456,           0,          10,      -9.181078755,      -6.916777464,      -8.017658506,      -9.064966852,      -4.047963656,     0.02368397517,       1.241829857
        457,           0,          10,      -9.172430806,      -6.917208097,      -8.020557263,      -9.065334121,      -4.047916095,      0.0236858161,       1.241812022
        458,           0,          10,      -9.164936208,       -6.91756071,      -8.021910057,      -9.065706574,      -4.047859072,     0.02368702225,       1.241792241
        459,           0,          10,      -9.160735752,      -6.917914224,      -8.022642108,       -9.06608454,      -4.047796166,     0.02368757414,        1.24177061
        460,           0,          10,      -9.159103643,      -6.918268472,      -8.023354838,      -9.066468314,      -4.047729343,     0.02368747466,       1.241747319
        461,           0,          10,      -9.159577942,       -6.91862876,      -8.023576664,      -9.066858075,       -4.04766917,     0.02368675071,       1.241722652
        462,           0,          10,      -9.162257395,      -6.918996552,      -8.023116343,       -9.06725371,      -4.047633425,     0.02368545328,       1.241696982
        463,           0,          10,      -9.166927964,      -6.919370032,      -8.022074439,      -9.067654563,      -4.047654487,     0.02368365518,       1.241670745
        464,           0,          10,      -9.172982729,      -6.919747345,      -8.020508362,      -9.068059431,      -4.047733287,     0.02368144742,         1.2416444
        465,           0,          10,      -9.179768995,      -6.920127865,      -8.018378385,      -9.068467298,       -4.04789076,     0.02367893475,       1.241618398
        466,           0,          10,      -9.186742662,      -6.920510953,      -8.015662444,      -9.068876624,      -4.048147345,     0.02367623081,        1.24159314
        467,           0,          10,      -9.193457753,      -6.920896041,      -8.012415614,      -9.069285873,      -4.048512403,     0.02367345337,       1.241568959
        468,           0,          10,      -9.199536459,      -6.921282461,      -8.008751436,      -9.069693706,       -4.04898502,     0.02367071972,       1.241546106
        469,           0,          10,      -9.204648872,      -6.921669818,      -8.004809733,      -9.070099124,      -4.049551483,     0.02366814293,       1.241524756
        470,           0,          10,      -9.208485947,      -6.922057945,      -8.000737369,      -9.070501546,      -4.050187667,     0.02366582833,       1.241505016
        471,           0,          10,      -9.210747578,      -6.922446838,      -7.996665547,       -9.07090078,       -4.05085964,     0.02366387118,        1.24148695
        472,           0,          10,      -9.211222985,      -6.922836634,      -7.992689911,      -9.071296913,      -4.051532009,     0.02366235435,       1.241470591
        473,           0,          10,      -9.209955389,      -6.923227049,      -7.988876614,      -9.071690201,      -4.052171946,     0.02366134682,       1.241455954
        474,           0,          10,      -9.207303334,       -6.92361798,      -7.985279733,       -9.07208053,      -4.052752052,     0.02366090224,       1.241443032
        475,           0,          10,      -9.203866979,      -6.924009116,      -7.981954521,      -9.072468534,      -4.053254251,     0.02366105732,       1.241431789
        476,           0,          10,       -9.20030062,      -6.924400425,      -7.978974404,      -9.072854367,       -4.05367039,     0.02366182952,       1.241422134
        477,           0,          10,      -9.197098551,      -6.924792105,      -7.976445466,      -9.073238094,      -4.053999727,     0.02366321498,       1.241413909
        478,           0,          10,      -9.194482117,      -6.925184297,      -7.974504887,      -9.073619755,      -4.054249563,     0.02366518683,       1.241406861
        479,           0,          10,      -9.192397542,      -6.925577199,      -7.973304034,      -9.073999432,      -4.054425793,     0.02366769451,       1.241400647
        480,           0,          10,      -9.190616673,      -6.925970716,      -7.972989341,      -9.074377386,      -4.054542552,     0.02367066449,       1.241394834
        481,           0,          10,      -9.188875089,      -6.926364399,      -7.973683077,      -9.074754089,      -4.054610188,     0.02367400302,        1.24138893
        482,           0,          10,      -9.186997502,      -6.926757759,      -7.975466213,      -9.075130206,      -4.054629771,     0.02367760092,       1.241382413
