"Time_Iter","Inner_Iter",    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     , "tavg[RefForce]" ,    "tavg[CD]"    ,    "tavg[CL]"    ,    "tavg[CSF]"   ,    "tavg[CMx]"   ,    "tavg[CMy]"   ,    "tavg[CMz]"   ,    "tavg[CFx]"   ,    "tavg[CFy]"   ,    "tavg[CFz]"   ,   "tavg[CEff]"   ,  "tavg[Buffet]"  
          3,         218,               0.5,     0.01769239827,      0.5055775634,                 0,                 0,                 0,     0.06205909216,     0.01769239827,      0.5055775634,                 0,       28.57597685,    0.006554162062,               0.5,     0.01769239827,      0.5055775634,                 0,                 0,                 0,     0.06205909216,     0.01769239827,      0.5055775634,                 0,       28.57597685,    0.006554162062
          4,         143,               0.5,     0.01460504939,      0.5132849646,                 0,                 0,                 0,     0.05854348776,     0.01460504939,      0.5132849646,                 0,       35.14434979,    0.006554162062,               0.5,     0.01614872383,       0.509431264,                 0,                 0,                 0,     0.06030128996,     0.01614872383,       0.509431264,                 0,       31.86016332,    0.006554162062
          5,         133,               0.5,     0.01510358963,      0.5366201253,                 0,                 0,                 0,     0.06117483717,     0.01510358963,      0.5366201253,                 0,       35.52931049,    0.008052298841,               0.5,     0.01580034576,      0.5184942178,                 0,                 0,                 0,     0.06059247237,     0.01580034576,      0.5184942178,                 0,       33.08321238,    0.007053540988
          6,          95,               0.5,     0.01483221122,      0.5453935431,                 0,                 0,                 0,     0.06379193405,     0.01483221122,      0.5453935431,                 0,       36.77088568,    0.008052298841,               0.5,     0.01555831213,      0.5252190491,                 0,                 0,                 0,     0.06139233779,     0.01555831213,      0.5252190491,                 0,        34.0051307,    0.007303230451
          7,         107,               0.5,     0.01459299499,       0.555765305,                 0,                 0,                 0,     0.06513217753,     0.01459299499,       0.555765305,                 0,       38.08438948,    0.008052298841,               0.5,      0.0153652487,      0.5313283003,                 0,                 0,                 0,     0.06214030574,      0.0153652487,      0.5313283003,                 0,       34.82098246,    0.007453044129
          8,          99,               0.5,      0.0141416781,      0.5531861551,                 0,                 0,                 0,     0.06271077214,      0.0141416781,      0.5531861551,                 0,       39.11743366,    0.008052298841,               0.5,     0.01516132027,      0.5349712761,                 0,                 0,                 0,     0.06223538347,     0.01516132027,      0.5349712761,                 0,       35.53705766,    0.007552919915
          9,          88,               0.5,     0.01375623731,      0.5504520142,                 0,                 0,                 0,     0.06103904095,     0.01375623731,      0.5504520142,                 0,       40.01472217,    0.008052298841,               0.5,     0.01496059413,      0.5371828101,                 0,                 0,                 0,      0.0620644774,     0.01496059413,      0.5371828101,                 0,       36.17672402,    0.007624259761
         10,          78,               0.5,       0.013719838,      0.5515812425,                 0,                 0,                 0,     0.06038646636,       0.013719838,      0.5515812425,                 0,       40.20318916,    0.008052298841,               0.5,     0.01480549962,      0.5389826141,                 0,                 0,                 0,     0.06185472602,     0.01480549962,      0.5389826141,                 0,       36.68003216,    0.007677764646
         11,          77,               0.5,     0.01391892598,      0.5564926651,                 0,                 0,                 0,     0.06088558784,     0.01391892598,      0.5564926651,                 0,       39.98100616,    0.008052298841,               0.5,     0.01470699143,      0.5409281754,                 0,                 0,                 0,       0.061747044,     0.01470699143,      0.5409281754,                 0,       37.04680705,    0.007719379557
         12,          83,               0.5,     0.01382964155,       0.563029132,                 0,                 0,                 0,     0.06207647169,     0.01382964155,       0.563029132,                 0,       40.71176611,    0.008052298841,               0.5,     0.01461925644,       0.543138271,                 0,                 0,                 0,     0.06177998677,     0.01461925644,       0.543138271,                 0,       37.41330295,    0.007752671485
