"Time_Iter","Outer_Iter","Inner_Iter",    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,               0.5,      0.8858763229,    0.002491313032,                 0,                 0,                 0,     0.02258175466,      0.8858763229,    0.002491313032,                 0,    0.002812258288
          0,           0,           1,               0.5,      0.6886389248,   0.0008357981847,                 0,                 0,                 0,     0.04142643393,      0.6886389248,   0.0008357981847,                 0,     0.00121369582
          0,           0,           2,               0.5,      0.5990842682,    0.004417060071,                 0,                 0,                 0,     0.06294793498,      0.5990842682,    0.004417060071,                 0,    0.007373019632
          0,           0,           3,               0.5,      0.5284692617,    0.007750401087,                 0,                 0,                 0,     0.07275144195,      0.5284692617,    0.007750401087,                 0,      0.0146657557
          0,           0,           4,               0.5,      0.4788195801,    0.008426595406,                 0,                 0,                 0,     0.07740715803,      0.4788195801,    0.008426595406,                 0,     0.01759868593
          0,           0,           5,               0.5,      0.4427496344,    0.008680501656,                 0,                 0,                 0,     0.07983435197,      0.4427496344,    0.008680501656,                 0,     0.01960589232
          0,           0,           6,               0.5,      0.4149952865,    0.008982623803,                 0,                 0,                 0,     0.08121453112,      0.4149952865,    0.008982623803,                 0,     0.02164512247
          0,           0,           7,               0.5,      0.3929929878,    0.009095127409,                 0,                 0,                 0,      0.0820048968,      0.3929929878,    0.009095127409,                 0,     0.02314323077
          0,           0,           8,               0.5,      0.3752982203,    0.008897449792,                 0,                 0,                 0,     0.08250866845,      0.3752982203,    0.008897449792,                 0,     0.02370767915
          0,           0,           9,               0.5,      0.3608665597,    0.008523827946,                 0,                 0,                 0,      0.0829905064,      0.3608665597,    0.008523827946,                 0,     0.02362044284
          0,           0,          10,               0.5,      0.3544389796,    0.008654856019,                 0,                 0,                 0,     0.08307607246,      0.3544389796,    0.008654856019,                 0,     0.02441846557
          0,           0,          11,               0.5,      0.3482656471,    0.008959964125,                 0,                 0,                 0,     0.08316784132,      0.3482656471,    0.008959964125,                 0,     0.02572738425
          0,           0,          12,               0.5,      0.3417679214,    0.009273847916,                 0,                 0,                 0,     0.08307417639,      0.3417679214,    0.009273847916,                 0,     0.02713492793
          0,           0,          13,               0.5,      0.3345486214,    0.009543799514,                 0,                 0,                 0,     0.08260619057,      0.3345486214,    0.009543799514,                 0,     0.02852739155
          0,           0,          14,               0.5,      0.3262510283,    0.009743156436,                 0,                 0,                 0,     0.08159485431,      0.3262510283,    0.009743156436,                 0,     0.02986398691
          0,           0,          15,               0.5,      0.3166400833,    0.009860367126,                 0,                 0,                 0,     0.07992815938,      0.3166400833,    0.009860367126,                 0,     0.03114061563
          0,           0,          16,               0.5,      0.3057366467,    0.009910581663,                 0,                 0,                 0,     0.07758972313,      0.3057366467,    0.009910581663,                 0,     0.03241541952
          0,           0,          17,               0.5,      0.2936952559,    0.009887013302,                 0,                 0,                 0,     0.07448494792,      0.2936952559,    0.009887013302,                 0,     0.03366419138
          0,           0,          18,               0.5,       0.280666301,    0.009809593814,                 0,                 0,                 0,      0.0707668921,       0.280666301,    0.009809593814,                 0,     0.03495109238
          0,           0,          19,               0.5,      0.2670853503,    0.009670635043,                 0,                 0,                 0,     0.06657822765,      0.2670853503,    0.009670635043,                 0,      0.0362080325
          0,           0,          20,               0.5,      0.2534085366,    0.009439458545,                 0,                 0,                 0,     0.06209132113,      0.2534085366,    0.009439458545,                 0,     0.03724996274
          0,           0,          21,               0.5,      0.2401320198,    0.009093016601,                 0,                 0,                 0,     0.05752626228,      0.2401320198,    0.009093016601,                 0,     0.03786673934
          0,           0,          22,               0.5,      0.2276651191,    0.008627129579,                 0,                 0,                 0,     0.05310929119,      0.2276651191,    0.008627129579,                 0,     0.03789394534
          0,           0,          23,               0.5,      0.2163050027,    0.008066325331,                 0,                 0,                 0,     0.04905303806,      0.2163050027,    0.008066325331,                 0,     0.03729144139
          0,           0,          24,               0.5,      0.2062530044,    0.007457691715,                 0,                 0,                 0,     0.04554433109,      0.2062530044,    0.007457691715,                 0,     0.03615797857
          0,           0,          25,               0.5,      0.1976062274,    0.006874545369,                 0,                 0,                 0,     0.04273158067,      0.1976062274,    0.006874545369,                 0,     0.03478911297
          0,           0,          26,               0.5,      0.1946380089,    0.004684215746,                 0,                 0,                 0,     0.04147822629,      0.1946380089,    0.004684215746,                 0,     0.02406629503
          0,           0,          27,               0.5,      0.1939015537,    0.002290377428,                 0,                 0,                 0,     0.04087269161,      0.1939015537,    0.002290377428,                 0,     0.01181206331
          0,           0,          28,               0.5,      0.1940862939,  -0.0001219754206,                 0,                 0,                 0,     0.04056539036,      0.1940862939,  -0.0001219754206,                 0,   -0.000628459734
          0,           0,          29,               0.5,      0.1940774563,   -0.002341743886,                 0,                 0,                 0,     0.04020824844,      0.1940774563,   -0.002341743886,                 0,     -0.0120660273
          0,           0,          30,               0.5,      0.1931077562,   -0.004255236785,                 0,                 0,                 0,     0.03950441128,      0.1931077562,   -0.004255236785,                 0,    -0.02203555605
          0,           0,          31,               0.5,      0.1907701067,   -0.005851593872,                 0,                 0,                 0,     0.03831387131,      0.1907701067,   -0.005851593872,                 0,    -0.03067353671
          0,           0,          32,               0.5,      0.1868277532,   -0.007101005701,                 0,                 0,                 0,     0.03677660044,      0.1868277532,   -0.007101005701,                 0,    -0.03800830219
          0,           0,          33,               0.5,      0.1811489572,   -0.007825687543,                 0,                 0,                 0,     0.03544629569,      0.1811489572,   -0.007825687543,                 0,    -0.04320029032
